crd,subsidiaries
128213,110683
128213,110665
128213,110647
128213,103816
128213,47363
128213,46504
128213,867
128213,2347
281179,301312
23304,32211
23304,35519
141630,108249
29462,12667
47124,17465
47124,146148
791,45993
791,174182
791,130888
791,18456
791,23952
34861,107537
38599,116408
38599,149823
473,109126
7830,108870
40405,124022
135867,106514
29645,104292
29645,37184
29645,7862
29645,7834
29645,106006
29645,38030
29645,10409
29645,36929
299740,113013
19794,30344
19794,8209
19794,30992
19794,14276
19794,36142
19794,6939
19456,149477
168401,151470
168401,103821
168401,106012
168401,113463
168401,816
29154,40590
29154,26653
133599,108149
45974,137312
15654,151470
15654,114742
15654,111720
15654,112200
15654,112892
15654,103821
15654,113463
15654,106012
15654,816
136259,109488
143529,269837
143529,15960
166353,158750
119529,149222
39414,110618
39414,112161
39414,108277
39414,123455
39414,42430
39414,107680
39414,109312
39414,106411
39414,231
39414,105642
39414,47268
39414,107095
39414,17454
39414,104857
39414,105764
39414,108572
39414,44645
39414,105626
39414,108695
39414,105701
39414,113972
126907,144919
27265,128213
27265,121767
27265,112297
27265,115152
27265,110683
27265,110665
27265,110647
27265,867
27265,109682
27265,103816
27265,47363
27265,46504
16931,110267
16736,16736
174831,37179
103908,46107
103908,31451
7870,131556
7870,1914
7870,164484
7870,153744
7870,5633
7870,111514
7870,18476
104018,39056
149679,169000
122445,109236
122445,108350
147909,157975
147909,126201
297508,284792
130748,130678
15676,110802
47582,7110
47582,25910
47582,142373
47582,143668
47582,109391
47582,11173
47098,138349
29446,138116
29446,25816
29446,132512
29446,126885
29446,123809
123758,120057
1459,281511
1459,135622
1459,120446
1459,108696
1459,104156
1459,481
1459,111184
1459,153189
1459,145420
1459,31170
1459,28218
1459,133370
1459,793
18718,32691
18718,28432
18718,79
18718,113359
18718,114927
18718,121839
18718,19920
18718,134776
18718,106201
18718,104234
18718,102920
18718,25574
18718,20989
130227,281104
130227,154599
158253,138618
158253,143598
158253,129772
14857,106357
13649,167934
13649,136300
13649,566
35693,304684
35693,7616
35693,110806
35693,169355
35693,153397
35693,151953
35693,122529
35693,14508
17932,151226
15869,125930
14035,36867
14035,113064
14035,109481
14035,105512
14035,109381
14035,14869
14035,37527
149113,133795
149113,160745
7888,136180
19074,106667
41262,110618
41262,112161
41262,105642
41262,105616
41262,113972
41262,107095
41262,111208
41262,47268
41262,133402
41262,17454
41262,104857
41262,105764
41262,231
41262,106411
41262,108572
41262,44645
41262,132057
41262,105701
41262,47658
41262,128557
41262,107644
41262,139308
41262,106983
41262,132246
41262,140314
41262,36671
41262,7560
41262,107831
41262,112330
41262,106108
41262,40655
41262,14508
41262,107797
41262,47683
41262,41410
41262,35693
41262,18303
7612,121213
32788,117592
13626,133763
13626,21774
13626,5967
13626,23131
13626,7461
13626,146
13626,13158
13626,5435
13626,42803
13626,37449
13681,285841
13681,151012
13681,125334
13681,154075
13681,19982
13681,161441
13681,137897
13681,19801
13681,134
13681,47681
14458,152990
46473,147189
143876,300974
143876,148257
143876,159732
143876,159738
44079,42404
290215,297563
143299,146067
143299,163240
143299,172658
143299,157565
143299,151829
143299,113930
143299,129052
143299,15647
46504,121767
46504,867
46504,115152
46504,110683
46504,110665
46504,110647
46504,103816
46504,47363
46504,2347
127473,23714
47900,42849
47900,46709
5845,153039
5845,138819
5845,108299
5845,139733
5845,171170
27322,128351
27322,36118
27322,190
27322,8010
16999,137900
16999,39798
16999,109063
16999,109035
16999,111374
16999,110308
16999,110415
16999,110186
16999,109992
16999,20989
16999,25574
16999,102920
16999,18718
16999,106201
16999,4257
16999,110825
16999,27107
16999,104234
118428,140802
46330,2692
46330,107726
46330,7654
46330,583
46330,13042
46330,8174
165761,226606
165761,205
277056,138528
285684,295413
285684,107622
285684,142463
135598,36824
31002,285
117372,144491
117372,41803
164157,290417
17438,103759
17438,29462
17438,34633
17438,6945
17438,5958
17438,7665
17438,10582
17438,17525
17438,16100
249,140485
249,108178
249,108180
249,133243
249,105559
249,37674
166756,176526
154725,36478
154725,291989
154725,120632
154725,156932
154725,154410
154725,154003
154725,8258
154725,157070
154725,148024
44598,150564
44598,41784
44598,24962
44598,105085
44598,103714
44598,147093
44598,149004
44598,29357
44598,29000
44598,15794
164814,43875
145997,173087
38105,110454
281727,165475
281727,160723
281727,160725
281727,160724
281727,160720
281727,160722
281727,160721
281727,160718
281727,160717
281727,160716
281727,282097
281727,162991
281727,165476
281727,160179
519,162200
120837,24497
61,298833
61,213513
61,163851
35174,103934
35174,45943
35174,35682
35174,39636
36118,128351
34754,288259
34754,300152
34754,28041
34754,171003
34754,169065
34754,147353
34754,299870
34754,146681
34754,128356
34754,1101
34754,160878
34754,41795
34754,6959
34754,106975
34754,106800
34754,105377
34754,106960
34754,108633
25900,122046
25900,110879
25900,173027
25900,11869
25900,156933
25900,106998
25900,107445
25900,104474
25900,108477
25900,14549
25900,6627
6390,108728
22704,125073
7117,16605
37945,114114
37945,119724
37945,41920
133241,143988
40655,133436
40655,3198
40655,131353
40655,36671
40655,7560
40655,47683
40655,18303
40655,35693
40655,112559
40655,106360
40655,107201
40655,112330
40655,107831
40655,14508
40655,107797
40655,41262
40655,41410
40655,106108
163463,170286
163463,148927
137905,131920
795,104156
795,120446
795,46237
795,793
795,108696
795,108497
795,145420
795,120
795,129395
795,28218
158599,112221
14232,282639
14232,283158
14232,155860
14232,36368
14232,152237
14232,38108
14232,146696
14232,130352
14232,124506
14232,127077
14232,105390
723,15387
723,40631
723,43373
723,833
723,7059
723,40586
723,3989
723,39213
723,10111
723,19253
723,7447
723,7474
723,23988
723,17053
132651,130550
43744,108258
36671,306148
36671,277132
36671,170663
36671,169829
36671,164503
36671,160617
36671,145995
36671,112161
36671,107095
36671,111208
36671,133402
36671,17454
36671,105764
36671,231
36671,105642
36671,128557
36671,7560
36671,106108
159384,288563
17998,106414
47502,307404
47502,170037
47502,297219
47502,146383
7654,107758
7654,107754
7654,41848
7654,583
7654,13042
7654,8174
16678,286002
129364,281458
130645,135259
104281,138615
29037,104719
122481,151046
117476,148153
135898,171058
19738,47477
19738,27369
19738,2762
19738,7117
19738,19739
19738,20004
12967,111113
27432,106257
28131,122307
13373,118936
13373,11707
13373,39550
47360,116913
113226,169876
124260,167588
124260,145711
124260,129872
43168,109874
43168,106911
43168,112011
43168,112593
43168,112009
43168,113598
25843,120064
150272,132837
150272,30833
119249,127621
121196,122907
14952,118786
5493,283654
5493,149822
5493,167947
5493,154286
5493,162267
5493,124687
5493,117035
5493,2908
6845,105672
103848,306760
103848,7174
103848,15883
103848,173734
103848,148477
103848,172662
103848,172663
103848,118787
103848,46106
103848,103934
103848,35682
103848,147382
103848,150987
103848,31334
103848,143809
103848,45943
103848,13494
103848,15634
103848,30016
103848,130745
125202,34786
167184,141461
167184,137099
28240,110638
158883,155158
40199,122452
46147,144046
37134,131114
37134,116797
37134,24514
30867,43622
30867,44353
30867,31133
43625,41271
43625,30533
43625,17434
43625,13071
43625,11217
43625,36369
43625,23562
165533,309441
165533,161379
165533,158266
131493,116254
24795,173608
28188,38209
296768,143625
152513,163660
33724,46295
33724,34361
147421,143315
40794,152888
149794,301973
149794,30397
149794,294355
149794,298805
149794,284720
149794,284714
149794,157299
1141,110670
1141,131437
1141,106863
7779,137380
36773,106816
36773,106814
36773,105794
283430,169135
156263,108954
156263,170870
156263,165017
156263,157976
156263,149742
28538,114352
18387,304569
18387,160403
18387,179512
18387,137751
18387,115785
26600,19418
146230,149606
146230,144651
146230,139068
41784,150564
41784,29357
41784,15794
115153,128213
115153,115152
115153,121767
115153,867
115153,109682
115153,112297
115153,103816
115153,47363
115153,46504
115153,2347
117126,161723
124725,6220
124725,17587
124725,148818
124725,110760
124725,316
104417,140221
104417,147794
104417,106036
103799,117476
36525,131750
124432,119964
166219,159050
166219,157292
166219,131619
166219,130074
25894,120680
25894,131526
25894,131322
25894,14007
25894,105067
25894,109787
25894,2186
25894,16139
25894,19693
25894,4100
25894,7691
151143,10722
18214,125936
24790,7449
24790,1020
24790,107244
35350,309234
35350,144790
35350,173357
35350,173155
35350,173355
35350,169553
35350,109591
35350,5167
35350,110826
35350,107717
22068,120500
22068,114561
22068,111925
22068,108056
22068,109592
22068,105251
22068,109627
22068,116884
22068,107032
22068,105400
22068,28349
22068,40875
22068,18541
22068,25567
22068,31205
22068,41957
10752,27501
10752,16460
10752,5633
10752,36559
110706,33090
110706,3429
126776,144270
288104,106711
26004,112526
26004,116357
26004,23682
114384,44225
289839,110876
145562,29106
145562,42159
5979,131168
5979,104718
5979,840
5979,40395
5979,110518
5979,10205
5979,139135
5979,108257
5979,26506
5979,6363
8503,615
8503,107622
8503,1512
8503,15840
8503,6075
8503,14251
8503,6695
8503,17580
8503,4095
35970,161726
35970,109355
35970,128610
35970,128611
35970,105139
35970,105138
35970,105325
35970,106277
35970,5009
159849,172912
159849,7360
159849,139588
159849,138245
44597,289779
148231,160006
116270,292631
116270,298944
116270,291120
168558,221511
38901,300803
38901,283134
38901,286464
42820,165448
10547,33531
171954,109983
24999,118643
115368,110692
115368,14303
139788,132701
8580,114537
8580,108850
8580,108488
8580,114473
8580,18374
8580,32205
8580,16164
8580,8217
8580,3600
8580,17970
30773,45993
30773,174182
30773,18456
27107,30007
27107,35490
27107,15708
27107,4257
27107,110825
26898,169329
24928,112624
24928,19242
24928,37886
24928,31299
24928,29357
24928,23302
24928,15340
24928,2882
24928,28872
24928,29645
24928,21644
24928,38181
24928,21675
24928,36259
24928,21543
24928,19948
24928,10332
24928,1703
24928,10299
24928,13572
24928,34815
103747,111167
131785,143612
140161,140777
140161,44430
40122,22123
151893,155931
151893,131608
151893,43761
12969,35451
12969,143876
12969,13787
12969,106684
12969,6413
12969,10078
12969,4806
12969,104790
117429,149823
117429,151233
117429,145021
283937,141684
283937,286256
283937,285420
148245,111470
44257,8246
13822,103899
13822,45486
13822,103769
13822,43705
13822,47224
13822,47340
13822,45523
13822,102500
13822,31306
13822,41924
13822,31339
13822,3466
7172,754
7172,37306
7172,2525
169286,290487
17917,291690
17917,161293
17917,300359
17917,161045
17917,150900
17917,305708
17917,168796
17917,304307
17917,304477
17917,160980
17917,109120
17917,41924
17917,19662
17917,42759
17917,103787
17917,296294
17917,292459
17917,160114
17917,154425
17917,289202
17917,290012
17917,289751
17917,289550
17917,158744
17917,36509
17917,288053
17917,282791
17917,284464
17917,175228
17917,46585
17917,108260
17917,171640
17917,292280
17917,292449
17917,292450
17917,288050
17917,296116
17917,292552
17917,170801
17917,226598
17917,165796
17917,165782
17917,167263
17917,160080
17917,160157
17917,158784
17917,152294
17917,148943
17917,144537
17917,137519
17917,146043
17917,142979
17917,142922
17917,138208
17917,136979
17917,135952
17917,134009
17917,111871
17917,120936
17917,114716
17917,109106
17917,109099
17917,120934
17917,107580
42916,115430
132873,7551
31155,144601
120722,284131
20580,139713
17443,110125
31741,106440
19850,143490
19850,105758
117028,307352
117028,300090
28722,143431
28722,106039
28722,127065
28722,105782
28722,106975
28722,108518
28722,106800
28722,108638
28722,108633
28722,45102
28722,1101
28722,111875
28722,28078
28722,30686
28722,106186
28722,105377
28722,41795
28722,6959
28722,106960
28722,34754
7868,126159
7868,159545
7868,104177
13318,421
13318,133763
13318,23131
13318,7461
13318,3866
13318,171070
13318,165127
13318,110518
13318,109011
13318,108604
13318,505
13318,10205
13318,25803
13318,7684
13318,126090
45034,104550
121941,156327
121941,34595
10225,108162
158611,149479
158611,152765
158611,166428
130125,109548
130125,109562
18484,106184
139981,132092
139981,104005
139981,141588
18204,30833
3429,33090
3429,122430
42046,152667
42046,167955
42046,1763
42046,283330
42046,155193
42046,151790
42046,105375
42046,110038
4806,13787
4806,106684
4806,6413
25591,297797
3960,109097
3960,107569
5100,154714
28519,169173
28519,134017
28519,107027
468,174433
468,125142
468,145508
468,109641
468,5249
468,16009
468,109783
468,105790
468,106435
468,28262
136300,566
7556,30344
7556,19794
7556,14276
7556,36142
7556,6939
7556,8209
7556,30992
104057,43689
13158,165909
13158,288194
13158,281851
13158,132466
13158,157767
13158,150088
13158,104561
13158,42803
171776,141277
119539,165500
119539,167650
119539,168995
119895,155840
44694,29294
44694,16678
140802,118428
145579,113999
43187,165585
43187,111606
120014,103730
120014,141919
120014,100400
120014,103776
120014,35865
120014,33875
120014,35874
120014,29337
282756,287851
282756,153133
134284,150063
6439,151127
157233,146230
157233,139068
157233,111069
157233,149606
157233,144651
157233,118708
15658,106638
43814,281604
43814,119890
140807,140814
128280,36368
128280,127077
128280,124506
128280,130352
128280,139279
128280,139345
128280,38108
128280,146690
128280,146688
128280,146696
128280,120653
128280,132479
128280,104204
128280,14232
128280,152237
128280,105390
290244,288557
31021,16986
36179,46035
122245,123063
122245,134418
122245,117815
152766,108159
119003,168638
119003,148944
119003,103797
119003,135708
119003,105724
119003,108513
119003,105426
119003,29645
119003,10409
119003,106468
119003,110363
119003,107807
119003,104981
119003,108975
119003,104967
119003,38030
119003,104979
119003,7834
119003,7862
119003,104983
119003,36929
119003,106006
119003,2682
139749,111787
139749,128324
139749,174904
139749,139785
139749,109439
139749,149018
139749,705
139749,25853
139749,6694
35120,125910
6247,165444
6247,110885
6247,110681
6247,110684
6247,110682
42399,27107
42399,103863
42399,4257
42399,44731
145841,173686
125475,167512
130896,143416
130896,143407
130896,143423
130896,104435
130896,100740
130896,137315
130896,142280
130896,113692
128145,164061
40875,133358
40875,43100
40875,129623
40875,120500
40875,116884
40875,28349
40875,111925
40875,108057
40875,25567
40875,105400
40875,108049
40875,104559
40875,107637
40875,105251
40875,18541
40875,31205
40875,104606
40875,106281
40875,41957
40875,22068
40875,109640
40875,109627
40875,127242
40875,612
103797,281980
103797,167190
7597,104690
20746,7270
20746,104295
13572,285648
13572,109485
13572,137888
13572,32444
13572,165436
13572,105644
13572,10358
13572,15340
13572,10299
42405,148399
104233,161446
288101,298868
13115,106498
19625,121747
119248,130888
119248,23952
119248,18456
119248,791
30679,146932
30679,152807
30679,147548
30679,147991
282139,146547
153563,148870
153563,172681
153563,142949
46173,119200
46173,175101
109682,128213
109682,121767
109682,867
109682,112297
109682,115153
109682,115152
109682,110683
109682,110665
109682,110647
109682,103816
109682,47363
109682,46504
109682,2347
2739,120836
2739,107390
19693,157801
19693,157851
19693,147053
19693,30683
19693,107900
19693,103971
19693,104713
19693,134660
19693,142558
19693,131322
19693,14007
19693,104507
19693,16139
19693,109787
19693,105067
19693,7691
104256,165408
137529,159256
137529,155408
104356,112691
164440,159704
5049,151128
1914,131556
1914,164484
1914,153744
1914,5633
1914,111514
1914,7870
1914,18476
141375,148959
141375,142580
141375,13620
141375,44916
141375,110668
141375,111944
141375,105819
141375,116379
141375,107134
141375,105489
141375,105492
141375,105483
141375,105480
141375,134176
141375,137682
141375,109139
141375,105726
141375,131405
141375,106710
141375,107325
141375,105997
141375,106835
141375,105519
141375,104963
141375,106609
125051,109679
147933,142047
147933,110353
147933,36142
147933,138602
147933,133373
147933,147521
147933,111386
147933,149777
147933,127488
147933,134366
147933,105922
147933,142824
147933,30344
147933,117050
147933,8209
147933,137463
147933,158959
147933,44357
133019,119241
14970,289004
14970,113360
133957,142129
133957,134114
133957,131580
24364,10705
24364,44916
24364,28575
113866,137453
132263,132136
289063,304881
16362,163251
140314,37214
140314,170663
140314,174130
140314,164503
140314,151306
140314,160617
140314,140185
140314,145995
140314,148403
140314,145580
140314,111208
140314,112161
140314,113972
140314,107095
140314,133402
140314,17454
140314,105764
140314,231
140314,44645
140314,132057
140314,105642
140314,105616
140314,47658
140314,107644
140314,106983
140314,36671
140314,106108
140314,107831
140314,35693
140314,7560
140314,14508
8275,28629
135738,125824
16710,113539
20374,159581
150064,299551
6619,566
6619,136300
6619,163795
6619,167934
27514,161933
168469,172583
168469,104925
168469,104295
168469,148423
168469,7270
44371,147227
25027,292062
25027,106607
25027,2543
25027,160510
25027,150959
34645,35598
39163,151194
156396,146999
156396,156397
154788,168456
154788,162053
154788,291767
154788,291019
154788,291018
154788,291017
154788,291015
154788,137813
154788,16670
154788,111128
288933,282085
288933,103976
288933,159283
45995,130373
45995,147746
45995,106699
41924,291690
41924,161293
41924,300359
41924,161045
41924,150900
41924,168796
41924,305708
41924,304307
41924,304477
41924,160980
41924,160114
41924,288053
41924,36509
41924,158744
41924,296294
41924,292459
41924,289751
41924,290012
41924,289550
41924,289202
41924,154425
41924,17917
41924,120934
41924,284464
41924,175228
41924,46585
41924,108260
41924,171640
41924,292280
41924,292449
41924,292450
41924,288050
41924,296116
41924,292552
41924,170801
41924,226598
41924,165796
41924,165782
41924,167263
41924,160080
41924,160157
41924,158784
41924,152294
41924,148943
41924,144537
41924,137519
41924,146043
41924,142979
41924,142922
41924,138208
41924,136979
41924,135952
41924,134009
41924,111871
41924,120936
41924,114716
41924,109106
41924,109099
41924,282791
41924,107580
41924,19662
41924,103787
41924,109120
41924,42759
104143,301273
150062,168455
43758,106966
43758,110476
43758,105564
43758,17086
43758,39615
43758,27060
43758,31769
32661,130740
32661,122529
32661,7432
34945,29767
166316,297923
103816,121767
103816,867
103816,115152
103816,110683
103816,110665
103816,110647
103816,47363
103816,46504
103816,2347
41916,133994
5009,153104
5009,151848
5009,166839
5009,168684
5009,290173
5009,161726
5009,169087
5009,109355
5009,128610
5009,128611
5009,105138
5009,105325
5009,106277
34643,285648
34643,15340
34643,165436
34643,137888
34643,32444
34643,13572
34643,10358
34643,105644
34643,10299
34643,109485
149016,168047
149016,148047
156515,159393
131585,111179
131585,157625
131585,120738
135723,136826
16329,104788
30683,7691
30683,142558
30683,131322
30683,104507
30683,105067
30683,16139
5967,285211
5967,105926
35874,111528
35874,126407
35874,100400
35874,33875
35874,29337
35874,35865
140546,291786
166536,298578
166536,298058
19647,300059
19647,145218
104263,131366
104263,107704
104263,42239
104263,102760
104263,46380
104263,34214
118539,7569
118539,44962
118539,103620
8203,104750
35192,306790
153505,164728
15883,306760
15883,103848
15883,7174
15883,173734
15883,148477
15883,172662
15883,172663
15883,118787
15883,103934
15883,35682
15883,147382
15883,150987
15883,31334
15883,143809
15883,45943
15883,13494
15883,15634
15883,30016
15883,130745
15883,46106
104103,44542
36142,158959
36142,147933
36142,142047
36142,138602
36142,134366
36142,137463
36142,111386
36142,149777
36142,8209
36142,30344
172583,7270
172583,104295
172583,148423
172583,104925
172583,168469
165586,297271
145,108881
145,3870
145,3978
283508,283707
5861,130745
5861,38339
5861,36537
5861,22229
5861,35773
5861,26501
5861,30016
5861,37059
5861,29693
5861,37465
5861,19541
5861,35746
5861,30188
5861,15634
5861,29244
5861,7174
104065,130814
150662,286012
150662,165592
150662,161292
150662,164537
150662,161296
150662,161287
150662,161294
115872,165651
113892,282643
113892,104457
1703,112624
1703,13572
1703,24928
1703,13256
1703,19242
1703,34815
1703,37886
1703,31299
1703,23302
1703,17007
1703,15340
1703,2882
1703,28872
1703,29645
1703,38181
1703,36259
1703,21644
1703,21675
1703,21543
1703,19948
1703,10299
1703,10332
131833,46300
103801,8000
103801,372
18456,30773
18456,45993
18456,174182
46604,167870
46604,118884
34361,32829
34361,18427
34361,33724
34361,33609
34361,46295
34361,33801
34361,24643
34361,33725
113747,131539
113747,112660
113747,133204
113747,30172
113747,111092
113747,104669
113747,109539
113747,487
113747,104594
113747,11025
113747,19616
113747,17344
113747,110661
133646,135079
35690,142982
7784,301896
7784,299736
7784,288590
7784,171752
7784,168741
7784,148239
7784,148045
7784,133196
7784,115324
7784,13041
7784,17507
7784,108273
7784,108281
7784,104555
122952,153131
122952,154377
29108,157887
29249,282589
29249,112706
37627,117153
160526,139379
8237,113010
128103,149672
120283,120829
21570,105676
21570,136274
21570,129752
21570,18353
21570,5685
21570,108897
5053,119378
13375,105014
103843,15853
103843,102500
103843,126588
103936,39437
44807,282254
34889,146509
173648,159295
173648,159045
173648,158507
173648,154682
115547,16518
115547,122692
2692,7654
2692,107726
2692,41848
2692,46330
2692,25631
2692,583
2692,13042
2692,8174
37180,130747
153585,38455
151145,104652
151145,126925
151145,119232
151145,28832
126822,148959
126822,107325
126822,105819
126822,141375
126822,143681
126822,142580
126822,44916
126822,13620
126822,137682
126822,134176
126822,111944
126822,116379
126822,110668
126822,109139
126822,104514
126822,105726
126822,28575
126822,109912
126822,105997
126822,105519
126822,104963
126822,106609
126822,107134
126822,105483
126822,105492
126822,105480
45986,47867
45986,29299
45986,149823
45986,148390
131211,166252
131211,150592
131211,132495
166428,158611
166428,167562
23769,134952
104201,154981
130250,137384
28218,150982
28218,127422
28218,291897
28218,281511
28218,153189
28218,133370
28218,481
28218,104156
28218,145420
28218,793
31194,298853
31194,139512
31194,135603
31194,18466
31194,107997
31194,149936
31194,143719
31194,103705
31194,117198
31194,164530
31194,168551
31194,122793
31194,121263
31194,109648
31194,107173
139543,147929
136257,147929
136257,139543
122494,121783
122494,120789
122494,120570
122494,119003
122494,117736
122494,113515
122494,111902
122494,22589
122494,15296
122494,47086
151369,168085
46561,136696
46561,154945
2186,25894
2186,120420
2186,110981
2186,131526
2186,131322
2186,14007
2186,104507
2186,4100
2186,7691
2186,13456
2186,109798
2186,109787
2186,46922
2186,19693
2186,16139
2186,108469
156755,141461
156755,137099
120965,112747
24129,106585
24129,105820
43240,43238
19616,133068
19616,133366
19616,106487
19616,104973
19616,110841
19616,132377
19616,133204
19616,126292
19616,487
19616,11025
44664,138638
104463,112690
17499,152776
17499,38339
17499,135405
17499,106156
17499,142785
17499,283390
17499,6271
7278,14169
298131,284840
298131,170092
298131,156607
298131,126514
2269,137177
19717,29551
19717,28196
14433,110786
32691,109035
32691,18718
32691,107247
32691,19920
32691,106201
32691,134776
32691,110186
32691,102920
32691,25574
32691,20989
32691,114927
32691,111198
32691,42093
32691,28432
32691,79
32691,113359
17437,290043
29686,7569
29686,115927
29686,166196
304381,156521
37731,116719
37731,114310
37731,104853
37731,132047
37731,104859
121001,105056
40638,300895
40638,298635
40638,283873
40638,283238
40638,158538
40638,160778
40638,105477
40638,129288
40638,39805
40638,135424
40638,137432
40638,30096
40638,107574
40638,108263
152962,148390
17687,144211
5685,286153
5685,136274
5685,129752
5685,105812
5685,21570
5685,108897
5685,105670
5685,106442
5685,107959
5685,105676
5685,18353
103853,159216
284938,284283
172295,281876
166932,297422
10598,146121
10598,13906
10598,26091
10598,20373
10598,107079
10598,109794
10598,30683
10598,103971
10598,111168
10598,104713
10598,112596
10598,107900
10598,16361
10598,103919
129969,21013
17360,122581
41081,107528
41081,105662
41081,2936
106069,153744
106069,18476
106069,111514
106069,5633
106069,7870
106069,111046
44883,8174
44883,7654
40056,176530
8330,161157
2048,151462
45531,141494
45531,141388
45531,136707
45531,138267
132016,171891
132016,170008
132016,151715
285223,158423
127733,121767
127733,867
127733,47363
127733,2347
127733,105658
18014,123949
109886,106550
40393,122680
35746,130745
35746,7174
35746,38339
35746,36537
35746,29244
35746,15634
35746,29693
35746,30188
35746,19541
35746,35773
35746,37465
35746,22229
35746,37059
35746,30016
43928,41271
43928,30533
43928,7316
43928,13071
43928,11217
43928,30683
283952,208512
283952,126291
283952,175112
113692,104435
113692,137315
103759,29462
103759,34633
103759,5958
103759,6945
103759,7665
103759,16100
103759,17525
103759,10582
103759,17438
32381,18315
36848,172711
36848,120719
20431,28196
20431,19717
20431,29551
27063,146363
40590,26653
151403,160383
125168,109065
122994,151912
124057,172694
124057,127448
115376,172711
115376,138907
115376,120719
115376,36848
33314,124520
45716,126607
26102,153924
104248,110252
111344,17665
5248,130125
5248,109562
43069,45179
43632,175125
124903,124879
124903,36525
20744,120755
282266,150780
17664,6580
15014,111221
41585,106474
10356,175137
10356,286342
10356,174178
10356,107117
148024,300572
148024,154410
146251,154632
133994,41916
119266,160308
15647,146067
15647,172658
15647,143299
15647,157565
15647,151829
15647,113930
15647,129052
24583,144477
155577,148951
297706,28602
297706,109691
130062,285971
33476,138902
33476,37426
33476,31295
33476,44018
104134,113621
39543,134139
14416,143876
14416,10078
14416,4806
14416,104790
14416,139959
14416,12969
14416,13787
14416,106684
14416,6413
148492,136302
116502,107653
154903,110037
282236,170962
138150,104457
17587,110760
17587,6220
6939,286069
6939,285620
6939,151692
6939,104979
6939,154461
6939,104983
6939,162075
6939,161544
6939,143238
6939,7369
6939,141854
6939,125601
6939,126572
6939,107590
6939,107584
6939,109923
6939,109985
6939,107155
6939,105360
6939,104885
110665,149900
43502,115154
45190,13704
281904,109550
281904,14455
281904,10151
281904,19685
135680,36118
135680,106736
135680,106546
135680,107085
135680,105742
135680,108184
17140,104705
117015,147316
146,133763
146,5435
146,13626
146,42803
146,37449
146,7461
146,23131
146,13158
146,21774
146,5967
40631,7059
14974,149582
164153,166606
119107,147941
18437,25586
13970,290408
13970,45908
3600,145853
3600,43803
3600,107376
3600,131467
3600,108488
3600,114537
3600,114473
3600,8217
3600,32205
3600,8580
3600,16164
3600,17970
40644,109690
37404,120451
37404,109683
37404,159070
37404,290965
37404,142834
37404,286066
37404,286067
37404,105997
37404,283221
37404,361
37404,47340
37404,107715
37404,107738
37404,106693
100460,109524
100460,18272
135719,145915
148117,168490
148117,134645
131743,149306
150089,113892
117647,139882
117647,129410
151850,309037
151850,305497
103971,157801
103971,7691
103971,142558
103971,131322
103971,14007
103971,104507
103971,157851
103971,105067
103971,109787
103971,16139
103971,19693
103971,134660
103971,147053
103971,112613
103971,107900
103971,30683
103971,104713
15743,110407
115151,151406
8099,1526
8099,107028
8099,107126
1783,155976
149536,107403
25,6413
25,138164
22562,134775
20613,48
7671,124737
5308,5309
20872,104604
159040,283210
115014,133470
148743,289928
148743,171992
147857,45986
149777,147521
149777,158959
149777,147933
149777,134366
149777,111386
149777,137463
149777,138602
149777,133373
149777,8209
149777,36142
149777,30344
146991,281867
4138,160006
4138,105596
166675,167864
166675,288569
166675,138117
46237,795
46237,793
46237,108497
46237,145420
46237,120
46237,28218
46237,120446
46237,108696
281103,137147
281103,299607
142910,46605
142910,145807
142910,107275
142910,141661
125962,150503
125962,138117
125962,147292
125962,46300
146514,105247
146514,39438
146514,38642
146514,108928
146514,135051
146514,109457
146514,108069
146514,106843
146514,107105
146514,106614
156607,298131
156607,284840
156607,126514
156607,170092
158266,309441
158266,161379
158266,165533
153407,148456
153407,289148
169807,106847
120579,296219
120579,296218
120579,295965
120579,115079
28213,106376
466,694
466,8678
466,40692
122199,290081
122199,136791
146313,159105
298769,283078
119511,118219
100900,31339
100900,45523
35699,143110
43615,38642
43615,15647
43615,34671
43615,31334
43615,453
148733,138185
148733,41243
15121,150370
128158,113179
128158,105675
145869,135145
7569,166196
7569,29686
7569,115927
41352,167533
10117,361
10100,164205
2225,169439
2225,114527
2225,107269
2225,29604
2225,40178
2225,12984
2225,16443
2225,111079
133841,128591
109679,222525
17086,106966
17086,27060
17086,110476
155050,166366
7424,159895
33801,33609
33801,34361
38209,31141
37453,113326
37453,103926
3767,153700
157346,13980
7270,172583
7270,104925
7270,168469
7270,148423
7270,104295
17604,113804
121917,120654
121917,31583
121917,121658
23988,6555
23988,120444
23988,133804
23988,133084
23988,104454
23988,3989
23988,10111
23988,40586
23988,7059
23988,39213
23988,17053
23988,15387
7939,136931
13109,167125
13109,106629
13109,7325
13109,112058
13109,107272
11707,163176
12984,169439
12984,114527
12984,40178
12984,29604
12984,111079
12984,107269
12984,2225
12984,16443
158640,121539
5081,30647
5081,21774
5081,18779
5081,5967
5081,20068
5081,10232
5081,10249
5081,23131
5081,7461
5081,146
5081,13158
5081,14056
5081,42935
5081,13626
5081,5435
5081,42803
5081,37449
116605,110473
116605,38449
43618,34767
43618,33375
132644,123667
45040,269984
45040,127431
37214,170663
37214,174130
37214,169829
37214,169156
37214,168024
37214,164503
37214,151306
37214,160617
37214,140185
37214,145995
37214,169689
37214,148403
37214,112161
37214,113972
37214,107095
37214,111208
37214,13342
37214,105764
37214,231
