crd,subsidiaries
137099,167184
137099,141461
121263,298853
121263,139512
121263,135603
121263,18466
121263,107997
121263,149936
121263,103705
121263,143719
121263,117198
121263,164530
121263,168551
121263,122793
121263,107173
121263,109648
121263,31194
46202,5355
43479,6731
37179,166575
37179,158509
37179,152396
128030,286507
25613,46349
137921,137099
124576,120747
29244,139626
29244,36000
29244,103768
29244,7059
29244,10111
29244,120444
29244,133804
29244,3989
29244,133084
29244,108697
29244,15387
29244,17053
29244,130745
29244,37059
29244,19541
115856,106445
45180,155349
42846,121974
42846,17437
114853,151782
156170,300433
156170,171720
129919,126191
129919,1576
41937,24399
41937,42890
41937,111178
41937,39631
41937,37733
41937,1625
41937,111528
41937,25025
41937,29106
41937,39293
104100,157835
122156,153055
46759,34542
44971,156393
104487,282732
104487,111231
298367,124235
277073,106743
277073,112738
277073,39550
157887,29108
7881,114701
43424,138901
43424,137194
43424,7195
41795,288259
41795,300152
41795,28041
41795,171003
41795,147353
41795,299870
41795,146681
41795,128356
41795,1101
41795,160878
41795,34754
41795,6959
41795,106975
41795,106800
41795,105377
41795,106960
41795,108633
16908,147653
21543,13572
21543,24928
21543,19242
21543,34815
21543,31299
21543,29357
21543,23302
21543,15340
21543,2882
21543,28872
21543,29645
21543,21644
21543,38181
21543,21675
21543,36259
21543,10332
21543,10299
21543,1703
21543,19948
10373,45993
46152,111282
283873,300895
283873,298635
283873,283238
283873,30096
283873,158538
283873,160778
283873,105477
283873,129288
283873,39805
283873,135424
283873,137432
283873,107574
283873,40638
283873,108263
145124,119223
120563,132393
161785,173380
137873,157939
13042,107754
13042,2692
13042,7654
13042,41848
13042,583
13042,8174
158813,36354
172663,306760
172663,103848
172663,15883
172663,173734
172663,148477
172663,172662
172663,45943
172663,103934
172663,35682
172663,147382
172663,150987
172663,31334
172663,143809
172663,118787
172663,13494
172663,15634
172663,30016
172663,7174
172663,130745
172663,46106
25025,145562
25025,42159
25025,29106
46350,141667
6694,111787
6694,128324
6694,174904
6694,139785
6694,149018
6694,25853
6694,110653
6694,705
24029,169465
24029,144896
24029,107880
24029,107922
150161,134353
150161,146341
150161,136622
138299,127831
29604,169439
29604,114527
29604,12984
29604,16443
29604,111079
29604,107269
29604,2225
29604,40178
44965,297851
281102,116797
281102,148826
281102,172693
281102,131114
122956,126455
129966,24771
129966,128793
17358,105163
17358,19396
17358,106909
17530,125910
17530,175445
17530,106507
17530,106733
17530,143635
17530,110774
30996,6193
30996,147420
5251,152581
290230,153679
290230,283850
290230,153184
290230,283816
40586,6555
40586,133804
40586,133084
40586,7059
40586,104454
40586,108697
40586,15387
40586,3989
40586,39213
40586,10111
40586,23988
40586,17053
145994,174309
145994,159042
28568,108268
142785,283390
142785,6271
142785,17499
142785,152776
142785,38339
142785,135405
142785,106156
124504,282920
25541,127404
25541,22698
37527,109381
37527,105512
37527,14869
290965,120451
290965,109683
290965,159070
290965,361
290965,106693
290965,37404
290965,105997
290965,142834
290965,107850
290965,47340
290965,107738
290965,107715
290965,283221
290965,286067
290965,286066
161596,132184
161596,36927
121561,119598
875,110757
8174,107754
8174,41848
8174,7654
8174,583
8174,13042
285411,106054
285411,103848
285411,170074
285411,306760
285411,151736
285411,165252
285411,15883
285411,156494
285411,173734
285411,35682
285411,118203
285411,147382
285411,150987
285411,46106
285411,130745
285411,15634
285411,45943
285411,7174
285411,30016
285411,143809
285411,13494
285411,118787
285411,172663
285411,172662
285411,148477
285411,133615
285411,103934
285411,31334
285411,290078
285411,285213
285411,213515
285411,277046
285411,123711
29807,144791
136622,150161
136622,146341
136622,134353
157953,119043
157953,35149
40637,111983
47293,147381
297239,168862
30533,43928
30533,30683
30533,36369
30533,41271
30533,23562
30533,43625
30533,11217
30533,13071
30533,17434
127857,106181
103917,33019
103917,134284
103917,120636
103917,113728
8326,167429
130991,136150
28437,109568
170008,147235
170008,151715
17301,140873
104419,121160
16208,165641
8206,131556
8206,1914
8206,164484
8206,153744
8206,7870
8206,5633
8206,111514
8206,18476
8206,169988
25802,155059
38123,111743
40620,166090
147912,109193
147912,150133
147912,109422
147912,162712
147912,157862
147912,153914
147912,129346
147912,122833
135981,136734
40002,157841
40002,163144
40002,133169
40002,128319
40002,133171
40002,293551
113506,307580
113506,306487
113506,160569
113506,25878
113506,161420
113506,14840
113506,124744
113506,124982
113506,2998
113506,107367
113506,113042
39312,23952
39312,791
13594,132796
13594,332
13594,27884
13594,104517
13594,111372
13594,145421
23750,110048
6940,106069
6940,18476
6940,119855
6940,37554
6940,7870
6940,5633
118749,104138
118749,123421
118749,132351
103746,29551
103746,20431
103746,47414
103746,28196
103746,19717
125997,137217
125997,106181
125997,134224
125997,132931
125997,25299
125997,118649
125997,129758
125997,121254
125997,123750
125997,46573
125997,115978
125997,21995
125997,119841
125997,106316
125997,104926
125997,42046
125997,119040
125997,106005
125997,121018
125997,111475
125997,105375
125997,108333
125997,111731
125997,119386
125997,108794
125997,120630
125997,106720
125997,19010
125997,104831
125997,110038
24088,27502
103851,31995
103851,22786
103851,24332
6255,38339
6255,142785
6255,106156
6255,33856
140039,133763
140039,5435
140039,13626
140039,37449
140039,42803
140039,21774
140039,5967
140039,23131
140039,7461
140039,146
140039,13158
297890,157423
599,28432
599,79
599,25574
599,113359
599,121839
599,19920
599,106201
599,104234
599,20989
599,102920
599,18718
104168,108731
146122,43773
146122,13071
1432,113412
1432,105440
1432,7456
297470,155155
104301,41855
1042,124454
23408,109253
13820,113740
131548,129871
41920,119724
6482,110784
10121,45646
10121,42124
10121,13109
142402,143167
142402,147325
142402,109478
135790,173654
17529,36189
17529,44883
17529,103806
17529,15776
105108,108559
150252,294105
150252,164600
150252,172011
150252,293807
150252,290090
103723,111695
48027,154708
114774,43932
166881,157100
3870,145
3870,3978
3870,108881
43663,110254
104039,148156
122225,155765
137315,113692
137315,104435
129715,140719
113988,109022
45314,113788
18335,5940
18335,34721
293019,300650
293019,165598
120500,28349
120500,40875
120500,612
120500,111925
120500,104156
120500,108056
120500,25567
120500,108049
120500,114547
120500,114559
120500,104559
120500,107637
120500,18541
120500,31205
120500,104606
120500,106281
120500,105697
120500,41957
120500,22068
120500,24074
120500,109627
120500,106561
120500,114561
120500,107032
120500,105400
120500,109913
120500,109640
31147,301416
31147,291680
31147,288373
31147,153533
31147,277038
116028,121846
7299,16686
7299,121291
7299,42159
7299,44057
6362,42159
6362,44057
6362,7299
22229,136212
22229,130745
22229,38339
22229,36537
22229,7174
22229,30016
22229,29244
22229,37059
22229,29693
22229,19541
22229,30188
22229,15634
123030,167601
123030,151259
123030,118059
42404,44079
42404,23568
42404,135117
42404,144464
42404,134340
42404,16853
42404,132246
118787,306760
118787,103848
118787,15883
118787,173734
118787,148477
118787,172662
118787,172663
118787,13494
118787,35682
118787,143809
118787,147382
118787,7174
118787,31334
118787,103934
118787,15634
118787,45943
118787,30016
118787,130745
118787,46106
118787,150987
122696,116537
122696,5953
5393,159035
5393,151739
5393,106753
7560,306148
7560,277132
7560,170663
7560,169829
7560,164503
7560,160617
7560,145995
7560,112161
7560,107095
7560,111208
7560,133402
7560,17454
7560,105764
7560,231
7560,105642
7560,128557
7560,106108
7560,36671
1128,121258
298276,305706
110558,33725
110558,33726
110558,18427
152768,288313
152768,226715
152768,165192
152768,165208
152768,172387
152768,165193
152768,106595
288569,167864
288569,138117
288569,166675
116284,46473
47388,20472
47388,107157
47388,175092
47388,469
47388,158084
47388,134392
47388,155584
47388,106940
47388,138123
47388,123122
47388,121876
47388,110687
47388,104626
47388,160255
47388,154984
47388,104554
47388,36130
47388,108580
47388,283081
47388,107168
46838,122821
159644,158970
16853,132246
16853,42404
16853,135117
16853,23568
16853,144464
16853,134340
759,119682
759,13609
41917,133561
8270,110721
121142,38557
121142,19647
35186,163327
35186,111379
15708,107542
15708,35490
140185,160617
140185,164503
140185,35693
140185,145995
140185,113972
140185,133402
140185,17454
140185,105764
140185,231
140185,132057
140185,105642
140185,105616
140185,47658
140185,107644
140185,128557
140185,106983
140185,140314
140185,36671
140185,7560
140185,107831
140185,106108
140185,14508
30395,44323
30395,28269
6564,160247
6564,164775
36673,138938
46970,152231
38008,139371
136630,133613
833,4095
833,142463
833,15840
833,107622
833,615
833,14251
127732,103987
10538,110789
10538,110791
147316,117015
104189,150144
144158,169296
46870,3641
116797,281102
116797,172693
116797,131114
18312,106015
3702,305
17434,11217
17434,41271
17434,36369
17434,23562
17434,13071
17434,43625
17434,30533
122806,152350
26245,28305
26245,6292
43882,133366
43882,345
43882,13686
43882,34633
43882,5958
43882,16100
43882,17525
43882,10582
43882,7665
42682,630
282083,118639
5376,146103
5376,288572
297797,301996
297797,304325
297797,283874
121057,161694
47075,105611
46088,108654
46088,109355
46088,117225
46088,23562
46088,103971
46088,105842
46088,30683
46088,111168
46088,104713
46088,108876
46088,16361
39617,106834
104123,162257
15879,107797
15879,121942
15879,107201
15879,112330
15879,107831
15879,106108
15879,7560
15879,36671
15879,40655
15879,104261
15879,29598
15879,14508
15879,47683
15879,41410
15879,18303
15879,41262
15879,35693
288813,298578
23510,153417
23510,110806
23510,110879
23510,135564
23510,137358
23510,151953
23510,122529
23510,137211
23510,10019
23510,7616
126500,127314
126500,160659
147254,149827
21774,421
21774,157767
21774,154149
21774,150088
21774,133763
21774,104561
21774,42803
21774,23131
21774,7461
21774,13158
21774,107338
45908,13970
45908,290408
7975,106659
7975,108674
120002,118461
151381,134139
151381,39543
141254,299168
1287,107726
1287,7654
1287,46330
1287,25927
1287,13042
1287,583
1287,8174
121400,109806
20148,14094
133715,156155
133715,140994
137476,300285
137476,144133
47981,108917
47981,114950
160481,144442
171910,139582
39590,105435
136980,16427
38741,107317
1137,18217
1137,297324
1137,269919
1137,157574
1137,162101
1137,139897
1137,43261
1137,111878
1137,108860
1137,300463
1137,109008
1137,109002
1137,105594
113026,33563
39262,46214
39262,127787
39262,42132
39262,10641
39262,166180
148772,285035
137999,39022
137999,137874
140203,290765
140203,121990
140611,40156
117789,117309
290635,290245
290635,289977
21274,163413
188522,171776
136571,145932
14056,30647
14056,21774
14056,18779
14056,5967
14056,20068
14056,10232
14056,10249
14056,23131
14056,7461
14056,146
14056,13158
14056,5081
14056,5435
14056,13626
14056,42935
14056,42803
14056,37449
16518,115547
16518,122692
46346,133719
46346,108718
46346,17117
15296,109875
15296,109905
15296,22589
104003,161309
104003,172117
14020,151796
686,112104
39916,143506
7191,106713
7191,109701
298395,289521
107401,140356
107401,149678
15692,4161
15692,111757
15692,111554
150720,128717
104379,300003
304460,141074
7297,123842
148780,161055
148780,160881
148780,130320
19609,45102
19609,28722
19609,108633
19609,108638
19609,30686
19609,106800
19609,34754
19609,6959
19609,105377
19609,41795
19609,106186
19609,28078
19609,108518
19609,106975
19609,105782
19609,106769
19609,127065
19609,106960
19609,112800
19609,8010
16610,123992
16610,10929
7017,28196
27954,108231
39639,123674
143167,133408
11076,132050
153353,149921
43373,15840
43373,107622
43373,615
43373,14251
43373,4095
43373,833
41528,116324
6634,145276
141295,161423
37068,158819
22208,166427
22208,130037
284464,304307
284464,305708
284464,168796
284464,300359
284464,291690
284464,161293
284464,161045
284464,150900
284464,160980
284464,296573
284464,296294
284464,41924
284464,19662
284464,42759
284464,103787
284464,109120
284464,160114
284464,292459
284464,137523
284464,154425
284464,290012
284464,289751
284464,289550
284464,289202
284464,36509
284464,158744
284464,111871
284464,288053
284464,109099
284464,107580
284464,17917
284464,282791
284464,46585
284464,108260
284464,171640
284464,292280
284464,292449
284464,292450
284464,296116
284464,292552
284464,170801
284464,226598
284464,165796
284464,167263
284464,160080
284464,160157
284464,158784
284464,152294
284464,144537
284464,137519
284464,146043
284464,142979
284464,142922
284464,138208
284464,136979
284464,135952
284464,134009
284464,120936
284464,165782
284464,120934
38333,108211
11176,6363
11176,26506
11176,10518
11176,6321
11176,10205
42885,4297
42885,7897
29458,116395
146443,156059
146443,166384
146443,110909
146443,139012
146443,152688
146443,142219
146443,140432
146443,137028
146443,110427
146443,110441
146443,14470
146443,107689
146443,110783
146443,109064
146443,108035
146443,107940
104454,6555
104454,133804
104454,133084
104454,7059
104454,39213
104454,3989
104454,40586
104454,108697
104454,15387
104454,10111
104454,17053
104454,23988
38770,145112
105487,173076
414,6555
414,30958
153673,139085
145022,147288
290408,13970
290408,45908
15634,306760
15634,103848
15634,15883
15634,173734
15634,148477
15634,172662
15634,172663
15634,118787
15634,103934
15634,35682
15634,147382
15634,150987
15634,31334
15634,143809
15634,45943
15634,13494
15634,130745
15634,46106
15634,7174
15634,30016
31785,158320
31785,161643
7174,306760
7174,103848
7174,15883
7174,173734
7174,148477
7174,172662
7174,172663
7174,118787
7174,103934
7174,35682
7174,147382
7174,150987
7174,31334
7174,143809
7174,45943
7174,13494
7174,130745
7174,46106
7174,15634
7174,30016
164469,46585
164469,108260
164469,137887
46618,43552
146001,134008
111357,136805
19982,285841
19982,125334
19982,151012
19982,161441
19982,137897
19982,170228
19982,47681
19982,13681
19982,134
19982,19801
19982,154075
17464,6271
17464,17499
30208,18718
30208,16999
30208,106201
30208,110825
30208,27107
30208,104234
30208,4257
30208,102920
30208,25574
30208,20989
30208,1326
138496,124515
39166,106640
32396,147129
29919,158650
166757,104507
166757,109562
166757,123635
166757,15853
166757,102500
22885,113833
165998,287900
111392,122758
104231,122688
104374,105861
11217,108654
11217,109355
11217,117225
11217,109250
11217,112596
11217,112613
11217,120008
11217,107900
11217,26091
11217,16361
11217,24962
11217,46088
11217,105842
11217,111168
11217,103971
11217,30683
11217,23562
11217,13071
153178,132907
153178,147691
103995,31448
173426,117828
35402,41504
8149,287683
4257,15708
4257,30007
4257,35490
21771,329
21771,37550
21771,105734
10228,147547
26506,160214
26506,111168
26506,840
26506,139135
26506,6363
26506,108257
38379,116408
38379,124790
38379,147732
38379,102580
38379,135924
38379,38599
281072,161014
36155,156936
36155,107619
47007,111842
136668,151864
136668,36816
40634,36368
24514,131114
24514,116797
5397,110023
282085,103976
282085,159283
282085,288933
149024,142640
47954,38455
47954,5247
47954,47867
47954,29299
932,8408
932,26293
932,23311
103789,137045
103789,152170
120145,131308
120145,17776
149224,308066
149224,306364
45451,45818
32769,104234
32769,17516
32769,16999
32769,23065
43098,287638
173686,145841
18234,110792
6963,110637
32028,110522
122243,30107
37081,2233
37081,125882
120789,122494
120789,120570
120789,121783
120789,119003
120789,111902
120789,117736
120789,113515
120789,115405
120789,22589
120789,15296
120789,47086
47071,152248
103787,300359
103787,291690
103787,161293
103787,161045
103787,150900
103787,305708
103787,168796
103787,304307
103787,304477
103787,160980
103787,160114
103787,292459
103787,296294
103787,288053
103787,36509
103787,158744
103787,289751
103787,290012
103787,289550
103787,289202
103787,154425
103787,17917
103787,120934
103787,284464
103787,175228
103787,46585
103787,108260
103787,171640
103787,292280
103787,292449
103787,292450
103787,288050
103787,296116
103787,292552
103787,170801
103787,226598
103787,165796
103787,165782
103787,167263
103787,160080
103787,160157
103787,158784
103787,152294
103787,148943
103787,144537
103787,137519
103787,146043
103787,142979
103787,142922
103787,138208
103787,136979
103787,135952
103787,134009
103787,111871
103787,120936
103787,114716
103787,109106
103787,109099
103787,282791
103787,107580
103787,41924
103787,42759
103787,109120
103787,19662
152287,133509
30554,112641
2936,107528
2936,41081
2936,105662
43532,759
27369,28196
27369,19739
27369,2762
172393,117176
172393,150953
45351,5967
45351,30647
45351,21774
45351,146
45351,36254
45351,7461
45351,18779
45351,23131
45351,10249
45351,10232
45351,13158
45351,20068
34047,100460
34047,18272
34047,32201
140565,158495
140565,290000
140565,163545
140565,163455
140565,284495
140565,163590
140565,106256
140565,109981
140565,111590
38108,14232
38108,152237
38108,105390
38108,146696
38108,127077
38108,124506
38108,130352
38108,36368
151909,151903
44888,19721
134929,153372
36509,111871
36509,17917
36509,120934
36509,284464
36509,175228
36509,46585
36509,108260
36509,165796
36509,165782
36509,167263
36509,160080
36509,160157
36509,158784
36509,152294
36509,148943
36509,144537
36509,137519
36509,146043
36509,142979
36509,142922
36509,138208
36509,136979
36509,135952
36509,134009
36509,120936
36509,114716
36509,109106
36509,109099
36509,288053
36509,107580
36509,158744
44915,120213
41333,117818
41333,41257
44157,34179
138494,288025
144769,118817
21788,120331
118485,113399
142374,142478
146047,138326
146047,38913
129878,301925
129878,300927
129878,300282
129878,282493
129878,293020
129878,167970
129878,297808
129878,297165
129878,297596
129878,292246
129878,297305
129878,285555
129878,122258
129878,288300
129878,291662
129878,289395
129878,289971
129878,288879
129878,287758
129878,106747
129878,282145
129878,285340
129878,284987
129878,283723
129878,286635
129878,284758
129878,286243
129878,287600
129878,283403
129878,148242
129878,15809
129878,165855
129878,166593
129878,221530
129878,159289
129878,168794
129878,171278
129878,174052
129878,124636
129878,110942
129878,109901
129878,159419
129878,281067
129878,277044
129878,156369
129878,281558
129878,166580
129878,159403
129878,152569
129878,145589
129878,168831
129878,152450
129878,145051
129878,175084
129878,141125
129878,105394
129878,25745
129878,143323
129878,173627
129878,281385
129878,282563
129878,221519
129878,143617
129878,143319
129878,145331
129878,282241
129690,130105
10306,108290
10306,106982
10306,108987
10306,109483
10306,104532
10306,108784
10306,104599
10306,105158
10306,38383
10306,22898
10306,3036
154945,136696
154945,46561
164486,45908
159744,179535
3036,127447
3036,146025
3036,285354
3036,146029
3036,146023
3036,107346
3036,168955
3036,165089
3036,143732
3036,104599
3036,104532
3036,107296
3036,106982
7684,421
7684,133763
7684,23131
7684,7461
7684,171070
7684,3866
7684,165127
7684,110518
7684,10205
7684,108604
7684,25803
7684,505
7684,109011
25544,107066
159049,173643
159049,168458
25866,13071
25866,136532
42093,114927
42093,121839
42093,113359
42093,79
42093,111559
42093,111198
42093,32691
101420,156622
135924,116408
135924,149823
135924,124790
135924,147732
135924,102580
135924,38379
135924,38599
121699,143876
121699,35451
121699,14416
121699,15275
121699,13787
121699,106684
121699,6413
121699,10078
121699,12969
121699,4806
46022,107951
46022,116105
46022,6857
46022,104543
46022,121942
46022,132694
46022,130949
46022,130948
46022,122481
46022,107545
46022,115119
46022,107735
46022,105916
46022,106274
46022,106146
46022,27314
46022,153456
46022,106154
46022,106698
46022,109962
46022,110091
46022,153425
46022,121591
46022,149155
46022,109421
46022,135829
46022,138164
46035,36179
7551,132873
23302,13572
23302,10299
23302,15340
113229,7506
113229,28519
45041,34903
45041,16825
45041,30161
5478,107126
5478,107028
5478,8099
5478,24075
5478,1526
33019,113728
33019,134284
33019,103917
113868,119700
138861,127653
29294,16678
286504,287513
134179,41140
134179,38085
134179,21787
127330,104673
147527,44713
147527,133549
169900,116865
131118,43629
17113,136005
111866,127773
111866,112202
111866,109349
25089,43934
25089,8509
25089,7270
25089,104162
25089,104601
42430,110618
42430,112161
42430,132057
42430,133402
42430,105642
42430,113972
42430,111208
42430,39414
42430,47268
42430,105616
42430,107095
42430,104857
42430,105764
42430,106411
42430,108572
42430,44645
42430,105701
42430,17454
42430,231
297799,141684
297799,297800
297799,286256
17516,104234
17516,16999
17516,23065
19825,110565
3978,108881
3978,3870
3978,145
298069,300626
35089,24088
10409,162264
10409,169568
10409,168638
10409,169697
10409,158277
10409,105724
10409,119003
10409,38030
10409,36929
10409,106006
124930,44597
8209,149777
8209,158959
8209,147933
8209,134366
8209,137463
8209,111386
8209,138602
8209,142047
8209,133373
8209,30344
8209,36142
24915,19897
37055,116931
132602,128059
132092,141588
132092,139981
132092,104005
36254,146
36254,21774
36254,5967
36254,30647
36254,7461
36254,18779
36254,23131
36254,10249
36254,10232
36254,13158
36254,20068
46573,129758
46573,123750
46573,115978
46573,119841
46573,106316
46573,104926
46573,21995
46573,125997
46573,119040
46573,106005
46573,121018
46573,111475
46573,105375
46573,108333
46573,111731
46573,119386
46573,108794
46573,120630
46573,106720
46573,19010
46573,104831
46573,110038
46573,42046
31394,29357
31394,41784
31394,18558
31394,29000
31394,44598
31394,15794
615,4095
615,142463
615,107622
615,14251
175456,305879
175456,298188
175456,294139
175456,294191
175456,297457
175456,291809
175456,285892
175456,282092
175456,183517
175456,134852
175456,145650
175456,145652
175456,145653
301394,286119
37058,157378
126059,106438
154431,127818
165602,154625
126407,111528
126407,35865
126407,100400
126407,29337
126407,35874
126407,33875
18255,18255
171752,299736
171752,301896
171752,288590
171752,108273
171752,133196
171752,148239
171752,148045
171752,17507
171752,115324
171752,13041
171752,7784
171752,108281
171752,168741
171752,104555
113515,122494
113515,121783
113515,120789
113515,120570
113515,22589
113515,119003
113515,115405
113515,117736
113515,111902
113515,15296
113515,47086
19899,144871
292521,112245
292521,159377
168881,105929
120444,157629
120444,119537
120444,153777
120444,140415
120444,103768
120444,133084
120444,15387
120444,17053
120444,7059
104445,112189
104445,116605
104445,38449
43520,44974
79,282107
79,134776
79,106201
79,104234
79,102920
79,107038
79,20989
79,113359
11069,266
7834,109985
7834,285620
7834,151692
7834,7369
7834,161544
7834,162075
7834,143238
7834,104885
7834,6939
7834,141854
7834,125601
7834,105360
7834,107584
7834,107590
7834,109923
7834,107155
7834,286069
7834,126572
7834,290619
7834,154461
7834,107807
7834,104979
7834,104983
30686,45102
30686,1101
30686,127065
30686,28722
30686,112800
30686,28078
30686,41795
30686,6959
30686,106769
30686,105782
30686,106975
30686,108518
30686,34754
30686,106186
30686,106800
30686,105377
30686,106960
30686,108638
30686,108633
147952,299542
147952,168122
3487,43036
19243,113508
136212,130745
136212,37059
136212,38339
136212,36537
136212,7174
136212,29244
136212,15634
136212,30188
136212,19541
136212,22229
136212,29693
136212,30016
153397,304684
153397,35693
153397,14508
153397,169355
153397,151953
153397,110806
153397,122529
153397,7616
134123,124904
18558,41784
18558,29357
18558,29000
18558,15794
18558,44598
18558,31394
39944,295557
14569,28373
132501,139197
132501,139199
132501,139172
132501,139179
132501,117985
132501,134747
104415,161475
104415,24746
154838,288960
15834,120110
27108,125081
46743,104558
23296,110449
18353,286153
18353,136274
18353,171548
18353,160005
18353,105812
18353,129752
18353,108897
18353,21570
18353,105670
18353,105676
18353,5685
150686,129925
148020,147532
112093,38598
112093,106988
104261,15879
104261,47683
104261,18303
104261,35693
104261,100720
104261,29598
104261,112559
104261,106360
104261,107201
104261,112330
104261,107831
104261,14508
104261,107797
104261,41262
104261,41410
104261,106108
104261,40655
118786,14952
13686,106237
13686,104556
4161,174904
4161,139785
4161,110653
4161,121221
4161,149018
4161,139749
4161,25853
4161,6694
4161,705
4161,118635
166315,141141
151044,287852
17970,145853
17970,43803
17970,107376
17970,131467
17970,108488
17970,114537
17970,114473
17970,8217
17970,32205
17970,8580
17970,16164
17970,3600
46834,7616
46834,110806
46834,151953
46834,122529
46834,169355
46834,153397
46834,283791
46834,35693
46834,14508
46834,296639
46834,135564
46834,153417
285841,125334
285841,151012
285841,47681
285841,19982
285841,154075
285841,137897
285841,170228
285841,159296
285841,134
285841,13681
285841,19801
104030,110552
104030,127844
104030,199
146976,283414
146976,124368
130497,109312
47955,17972
123003,116270
123003,158195
166384,156059
166384,109064
166384,110783
166384,107689
166384,14470
166384,110441
166384,110427
166384,137028
166384,140432
166384,142219
166384,152688
166384,139012
166384,110909
166384,107940
166384,108035
166384,146443
166384,108803
35413,141724
35413,134284
35413,120636
35413,121705
35413,113728
35413,33019
35413,101900
35413,103917
35413,45914
47086,22589
47086,121783
47086,15296
1576,129919
1576,126191
134742,30770
134742,288442
134742,141391
134742,283102
134742,182513
142498,297680
142498,167966
166504,161559
166504,162305
146337,162006
104474,173027
104474,110879
104474,122046
104474,11869
104474,156933
104474,106998
104474,25900
104474,6627
104474,14549
104474,108477
104474,107445
30992,111397
30992,111386
30992,149777
30992,137463
30992,118097
30992,131716
30992,138602
30992,137806
30992,142047
30992,134366
30992,127488
30992,133373
30992,126781
30992,126780
30992,126896
30992,126071
30992,108709
30992,111003
30992,116974
30992,109302
30992,109946
30992,108829
30992,117050
30992,120567
30992,30344
30992,108823
30992,108809
30992,108723
30992,108710
30992,110979
30992,108708
30992,111020
30992,111015
30992,111013
30992,111011
30992,105922
30992,110353
30992,36142
30992,14276
30992,8209
30992,104525
19764,10373
19764,45993
43000,110746
104110,106096
104110,780
46835,132486
46835,108805
155962,156748
155962,162898
155962,106421
155962,130320
155962,142766
155962,148780
23311,8408
23311,26293
113614,120512
119955,299468
119955,156239
119955,112149
42300,161921
114950,47981
114950,108917
36807,45501
36807,22578
36807,27501
36807,10752
36807,16460
36807,13564
36807,36559
36807,5633
36807,43200
36807,5209
463,41554
463,107518
463,159506
463,4031
17490,151829
17490,146514
17490,110227
17490,108928
17490,107938
17490,107059
17490,113930
17490,135051
17490,109457
17490,104552
17490,127003
17490,45943
17490,139904
17490,108069
17490,103934
17490,38642
17490,107105
17490,105776
17490,35682
17490,106843
17490,106614
17490,147382
17490,31334
17490,15647
17490,14840
136588,135864
129035,5475
6820,2202
6820,41353
6820,38003
6820,801
6820,45309
6820,837
7432,45821
7432,130740
7432,122529
7432,32661
40077,8060
40077,157714
45556,109470
154075,285841
154075,151012
154075,125334
154075,170228
154075,13681
154075,47681
154075,19801
154075,134
154075,19982
2928,33856
2928,6255
37465,112029
5209,27501
5209,36559
5209,5633
5209,43200
14343,42666
41258,145231
16415,159226
16415,159222
15423,106522
149111,8603
157767,165909
157767,288194
157767,281851
157767,132466
157767,107338
157767,42803
157767,104561
157767,13158
157767,150088
31175,109396
31175,265
171147,137267
171147,160479
171147,110296
16715,110788
136258,133232
136258,284247
136258,158214
136258,157980
136258,172452
136258,168181
136258,173600
136258,163941
39147,141069
123111,137206
44158,45763
44158,285084
133789,290914
147109,161475
147109,24746
39949,10019
42803,165909
42803,288194
42803,281851
42803,132466
42803,157767
42803,150088
42803,13158
42803,107338
42803,104561
41554,463
41554,159506
40949,43875
33364,159715
33364,155351
111902,122494
111902,121783
111902,120789
111902,120570
111902,119003
111902,22589
111902,117736
111902,115405
111902,113515
111902,47086
111902,15296
13980,111639
16670,291767
16670,284290
16670,111128
16670,291019
16670,291018
16670,291017
16670,291015
16670,162303
16670,162053
16670,137813
16670,154788
16670,166286
16670,104571
16670,105742
16670,106546
16496,123381
16496,866
145750,130023
145750,169612
145750,146332
124655,31404
124655,46551
124655,45195
124655,32985
104165,108980
147991,146932
147991,30679
147991,147548
147991,152807
147991,147991
165034,140828
23670,165696
30647,5435
30647,13626
30647,42803
30647,37449
30647,146
30647,21774
30647,5967
30647,7461
30647,23131
30647,10249
30647,10232
30647,13158
30647,20068
293448,154532
293448,291744
293448,155344
361,109683
361,120451
361,159070
361,290965
361,286067
361,286066
361,105997
361,106693
361,142834
361,283221
361,107850
361,37404
361,47340
361,107715
361,107738
10641,39262
10641,46214
10641,42132
10641,127787
104446,130023
104446,126248
10299,285648
10299,109485
10299,137888
10299,32444
10299,165436
10299,105644
10299,10358
10299,13572
10299,15340
136962,297636
29357,150564
29357,41784
29357,15794
19396,131499
19396,117010
19396,117013
19396,117011
19396,107911
19396,108832
19396,14942
19396,105163
19396,108553
29299,149823
29299,47867
125080,25996
37306,104518
37306,154558
37306,141392
37306,139666
37306,139526
37306,109596
37306,2525
37306,105075
37306,109112
165828,167610
14073,123161
14073,110916
14073,17870
14073,44018
14073,285
14073,6958
14073,11181
14073,121263
14073,2202
14073,104717
14073,107173
14073,111222
14073,31194
505,421
505,171070
505,133763
505,23131
505,7461
505,126090
505,13318
505,3866
505,165127
505,109011
505,110518
505,10205
505,25803
505,7684
505,108604
38649,110819
38916,42901
38916,35112
3496,136369
132267,285852
132267,111242
132267,112861
132267,30107
31334,306760
31334,103848
31334,15883
31334,173734
31334,148477
31334,172662
31334,172663
31334,118787
31334,13494
31334,143809
31334,30016
31334,7174
31334,45943
31334,15634
31334,130745
31334,46106
31334,150987
31334,147382
31334,103934
31334,35682
42096,108584
304551,300977
159128,104369
159128,35519
43705,10
43705,14007
43705,131322
43705,2186
43705,16139
43705,19693
