firmId,Date Initiated_yr,Reporting Source
6874,2016.0,2
6888,2007.0,2
6888,2013.0,4
6888,2014.0,2
6905,2010.0,2
6905,2014.0,4
6905,2015.0,4
6905,2016.0,2
6905,2017.0,2
6914,2012.0,1
6914,2019.0,2
6939,2011.0,4
6939,2012.0,2
6940,2008.0,2
6950,2006.0,1
6950,2012.0,6
6950,2015.0,2
6963,2011.0,4
6963,2014.0,2
6964,2015.0,1
7001,2008.0,1
7001,2010.0,1
7001,2011.0,2
7001,2013.0,3
7001,2016.0,1
7017,2009.0,2
7017,2010.0,2
7017,2012.0,1
7031,2008.0,2
7031,2009.0,5
7031,2010.0,2
7031,2011.0,4
7031,2012.0,2
7031,2016.0,2
7072,2015.0,2
7089,2011.0,2
7089,2013.0,2
7089,2017.0,2
7110,2017.0,2
7191,2013.0,1
7191,2014.0,2
7270,2008.0,2
7270,2009.0,2
7270,2014.0,2
7278,2011.0,2
7297,2009.0,2
7297,2011.0,1
7297,2012.0,1
7297,2013.0,1
7297,2014.0,2
7297,2016.0,2
7336,2008.0,1
7344,2017.0,2
7353,2013.0,1
7365,2011.0,2
7389,2010.0,2
7413,2010.0,1
7413,2012.0,1
7425,2017.0,2
7425,2018.0,2
7452,2015.0,2
7456,2008.0,2
7456,2014.0,2
7456,2018.0,2
7461,2009.0,2
7461,2017.0,6
7461,2018.0,2
7471,2008.0,1
7477,2010.0,2
7477,2013.0,2
7477,2016.0,4
7477,2019.0,2
7488,2009.0,2
7512,2011.0,4
7518,2008.0,2
7524,2010.0,2
7524,2012.0,1
7524,2018.0,2
7537,2009.0,2
7537,2011.0,4
7556,2006.0,1
7560,2008.0,4
7560,2009.0,4
7560,2010.0,2
7560,2011.0,2
7560,2012.0,2
7560,2013.0,8
7560,2014.0,4
7560,2015.0,4
7560,2016.0,2
7560,2017.0,2
7612,2018.0,2
7616,2007.0,2
7616,2008.0,4
7616,2010.0,2
7616,2012.0,2
7616,2013.0,2
7616,2015.0,2
7616,2016.0,2
7616,2019.0,4
7654,2007.0,2
7654,2008.0,7
7654,2009.0,6
7654,2010.0,5
7654,2011.0,6
7654,2012.0,2
7654,2013.0,12
7654,2014.0,9
7654,2015.0,10
7654,2016.0,4
7654,2017.0,4
7654,2018.0,4
7671,2011.0,2
7684,2015.0,1
7684,2017.0,1
7726,2009.0,1
7726,2011.0,1
7763,2017.0,2
7784,2008.0,2
7784,2009.0,2
7784,2010.0,2
7784,2011.0,2
7784,2012.0,4
7784,2013.0,4
7784,2015.0,4
7784,2017.0,2
7793,2007.0,1
7793,2009.0,1
7793,2010.0,2
7793,2011.0,4
7793,2013.0,2
7793,2017.0,2
7826,1982.0,2
7826,1983.0,1
7826,2012.0,2
7834,2017.0,2
7870,2009.0,2
7870,2010.0,2
7870,2011.0,6
7870,2013.0,4
7870,2016.0,2
7870,2017.0,2
7870,2019.0,2
7874,2010.0,2
7874,2015.0,1
7874,2017.0,4
7888,2010.0,1
7888,2012.0,1
7888,2013.0,2
7897,2007.0,3
7897,2010.0,2
7897,2011.0,4
7897,2012.0,2
7897,2013.0,1
7897,2014.0,4
7897,2015.0,2
7897,2016.0,4
7897,2017.0,2
7897,2018.0,2
7984,2012.0,2
7984,2016.0,1
7995,2012.0,2
8000,2007.0,2
8000,2008.0,2
8000,2011.0,1
8000,2015.0,1
8000,2016.0,1
8010,2012.0,3
8010,2013.0,1
8032,2009.0,1
8032,2014.0,1
8032,2015.0,2
8032,2018.0,2
8052,2007.0,2
8052,2010.0,1
8052,2012.0,2
8052,2015.0,2
8060,2020.0,2
8073,2013.0,1
8073,2015.0,1
8089,2016.0,2
8096,2007.0,1
8096,2014.0,1
8158,2007.0,4
8158,2008.0,2
8158,2010.0,2
8158,2011.0,4
8158,2013.0,8
8158,2014.0,2
8158,2016.0,8
8158,2019.0,2
8200,2010.0,2
8200,2014.0,1
8206,2008.0,2
8206,2009.0,1
8206,2010.0,6
8206,2011.0,2
8206,2012.0,10
8206,2013.0,8
8206,2014.0,2
8206,2015.0,7
8206,2016.0,2
8206,2017.0,6
8206,2018.0,2
8288,2009.0,1
8288,2010.0,1
8300,2012.0,1
8326,2013.0,2
8326,2014.0,2
8327,2011.0,1
8327,2012.0,1
8348,2012.0,2
8352,2008.0,2
8352,2012.0,1
8361,2008.0,2
8361,2009.0,2
8361,2010.0,2
8361,2011.0,2
8361,2012.0,2
8361,2014.0,2
8361,2019.0,2
8365,2007.0,2
8408,2011.0,2
8452,2009.0,1
8485,2011.0,2
8593,2011.0,2
10010,2011.0,2
10012,2012.0,2
10012,2014.0,2
10019,2010.0,2
10020,2014.0,2
10081,2017.0,2
10083,2009.0,1
10083,2010.0,3
10083,2011.0,5
10083,2012.0,4
10083,2013.0,3
10083,2014.0,2
10083,2017.0,2
10100,2015.0,2
10111,2010.0,2
10111,2012.0,1
10205,2007.0,1
10205,2008.0,1
10205,2009.0,1
10205,2011.0,2
10205,2013.0,2
10205,2014.0,2
10205,2015.0,2
10205,2016.0,4
10205,2018.0,2
10299,2007.0,1
10299,2009.0,1
10299,2015.0,2
10299,2017.0,2
10358,2014.0,2
10358,2016.0,4
10358,2017.0,2
10358,2018.0,2
10384,1997.0,1
10384,1999.0,1
10384,2000.0,2
10409,2011.0,4
10409,2013.0,2
10409,2016.0,2
10409,2017.0,2
10409,2020.0,2
10467,2009.0,4
10467,2011.0,2
10538,2010.0,1
10571,2010.0,1
10579,2008.0,2
10579,2015.0,2
10582,2008.0,4
10582,2009.0,2
10582,2011.0,2
10582,2012.0,1
10582,2013.0,2
10639,2009.0,4
10639,2011.0,4
10639,2012.0,2
10639,2013.0,2
10645,2019.0,2
10674,2011.0,2
10674,2017.0,1
10684,2014.0,2
10684,2017.0,1
10690,2012.0,1
10690,2013.0,1
10702,2011.0,1
10702,2013.0,2
10702,2016.0,5
10740,2007.0,2
10740,2015.0,2
10839,2014.0,1
10929,2006.0,1
10929,2007.0,1
10948,2009.0,2
10948,2015.0,1
11025,2009.0,2
11025,2010.0,2
11025,2012.0,4
11025,2014.0,2
11025,2015.0,2
11025,2016.0,4
11025,2017.0,2
11039,2017.0,2
11065,2010.0,2
11163,2008.0,1
11206,2013.0,2
11224,2011.0,2
11226,2011.0,2
11226,2014.0,2
11363,2013.0,1
11363,2014.0,1
11424,2010.0,2
11548,2010.0,2
11707,2009.0,2
11707,2010.0,2
11707,2012.0,3
11707,2013.0,2
11707,2014.0,4
11707,2015.0,8
11707,2016.0,2
11707,2017.0,2
11768,2007.0,2
11768,2008.0,1
11768,2010.0,2
11869,2008.0,1
11869,2010.0,1
11869,2018.0,1
11869,2019.0,1
11899,2014.0,1
11899,2015.0,1
12667,2015.0,2
12963,2007.0,2
12981,2007.0,2
12981,2009.0,2
12981,2011.0,4
12981,2012.0,2
12981,2013.0,2
12981,2015.0,6
12981,2016.0,2
12984,2016.0,1
12984,2017.0,1
12984,2018.0,1
13024,2008.0,2
13035,2010.0,1
13035,2011.0,4
13041,2009.0,2
13041,2010.0,4
13041,2011.0,2
13041,2013.0,6
13041,2014.0,2
13041,2015.0,2
13041,2017.0,6
13041,2018.0,2
13071,2009.0,2
13071,2015.0,2
13071,2016.0,2
13071,2019.0,2
13115,2012.0,2
13121,2011.0,2
13121,2019.0,3
13134,2012.0,2
13259,2013.0,1
13318,2013.0,2
13409,2009.0,1
13478,2012.0,2
13478,2014.0,1
13478,2015.0,1
13572,2007.0,1
13572,2012.0,2
13572,2015.0,2
13572,2016.0,2
13572,2017.0,2
13572,2018.0,2
13577,2008.0,1
13577,2010.0,3
13577,2011.0,2
13577,2017.0,2
13609,2009.0,2
13609,2010.0,1
13609,2014.0,2
13609,2017.0,2
13626,2007.0,2
13686,2013.0,2
13686,2016.0,2
13703,2007.0,1
13755,2007.0,4
13787,2007.0,4
13787,2011.0,2
13787,2012.0,4
13854,2018.0,2
13905,2007.0,2
13905,2014.0,2
13911,2012.0,1
13997,2008.0,2
14020,2010.0,2
14020,2013.0,1
14020,2014.0,2
14020,2019.0,2
14124,2008.0,2
14169,2012.0,4
14169,2015.0,2
14169,2018.0,2
14178,2011.0,2
14178,2016.0,2
14178,2017.0,2
14178,2019.0,2
14216,2010.0,2
14251,2006.0,1
14251,2008.0,1
14251,2009.0,1
14251,2011.0,3
14251,2013.0,2
14251,2015.0,2
14251,2016.0,2
14251,2017.0,2
14268,2007.0,2
14303,2008.0,2
14303,2009.0,2
14303,2013.0,2
14303,2014.0,1
14303,2016.0,2
14303,2019.0,2
14344,2014.0,2
14416,2009.0,1
14455,2013.0,2
14458,2018.0,2
14634,2017.0,1
14716,2009.0,2
14752,2010.0,2
14869,2009.0,2
14869,2015.0,2
14869,2016.0,2
14869,2017.0,4
14869,2020.0,2
14952,2006.0,1
14952,2007.0,2
14952,2009.0,2
14952,2010.0,2
14952,2011.0,1
14952,2014.0,2
14952,2019.0,1
14970,2013.0,2
14974,2010.0,2
14974,2011.0,2
14974,2012.0,2
14974,2016.0,2
14974,2017.0,4
15041,2009.0,2
15071,2015.0,2
15121,2016.0,2
15121,2017.0,2
15251,2009.0,2
15252,2011.0,2
15340,2011.0,2
15340,2015.0,2
15340,2016.0,2
15340,2017.0,2
15345,1989.0,1
15407,2010.0,2
15407,2012.0,2
15407,2013.0,2
15427,2018.0,1
15427,2019.0,1
15453,2002.0,1
15453,2013.0,2
15480,2011.0,2
15487,2015.0,1
15634,2010.0,1
15647,2008.0,1
15647,2010.0,2
15647,2016.0,3
15650,2012.0,4
15650,2013.0,2
15650,2015.0,2
15650,2017.0,1
15650,2018.0,1
15766,2015.0,2
15768,2009.0,2
15768,2010.0,2
15768,2011.0,2
15768,2016.0,2
15770,2013.0,1
15794,2007.0,4
15794,2009.0,4
15794,2010.0,6
15794,2011.0,2
15794,2012.0,2
15794,2013.0,8
15794,2014.0,8
15794,2015.0,8
15794,2016.0,10
15794,2017.0,2
15794,2019.0,3
15794,2020.0,2
15807,2014.0,1
15834,2008.0,1
15834,2010.0,1
15840,2006.0,1
15853,2013.0,4
15853,2015.0,2
15871,2011.0,2
15993,2007.0,2
15993,2009.0,1
15993,2011.0,1
15993,2016.0,2
16076,2008.0,2
16076,2009.0,1
16076,2010.0,1
16100,2008.0,1
16156,2007.0,2
16164,2008.0,1
16164,2009.0,1
16164,2010.0,2
16164,2015.0,4
16208,2019.0,1
16208,2020.0,1
16307,2009.0,1
16360,2007.0,1
16360,2014.0,2
16361,2012.0,1
16361,2013.0,1
16362,2008.0,2
16362,2010.0,2
16362,2011.0,6
16362,2012.0,2
16362,2013.0,2
16362,2014.0,2
16362,2015.0,6
16365,2011.0,2
16415,2008.0,1
16415,2009.0,2
16415,2012.0,1
16443,2017.0,1
16443,2018.0,1
16505,2008.0,1
16507,2008.0,2
16507,2009.0,2
16507,2016.0,4
16507,2019.0,2
16517,2009.0,1
16517,2011.0,2
16569,2018.0,2
16651,2012.0,1
16686,2007.0,2
16686,2010.0,1
16686,2011.0,1
16686,2012.0,4
16686,2015.0,2
16686,2019.0,1
16736,2011.0,2
16741,2012.0,2
16741,2013.0,2
16763,2012.0,1
16783,2015.0,2
16835,2006.0,1
16835,2007.0,1
16835,2008.0,2
16835,2010.0,3
16835,2014.0,1
16843,2009.0,2
16843,2011.0,4
16843,2013.0,2
16853,2015.0,2
16908,2008.0,2
16986,2008.0,2
16986,2014.0,2
16986,2015.0,1
16999,2007.0,2
17037,2019.0,1
17047,2008.0,2
17047,2009.0,2
17053,2012.0,2
17053,2016.0,2
17058,2008.0,1
17058,2012.0,2
17059,2006.0,1
17059,2008.0,1
17079,2007.0,1
17079,2009.0,2
17079,2015.0,2
17079,2017.0,2
17117,2015.0,1
17117,2016.0,2
17120,2010.0,2
17140,2014.0,2
17229,2006.0,1
17229,2010.0,2
17344,2008.0,2
17344,2009.0,4
17344,2010.0,2
17344,2011.0,2
17344,2012.0,1
17344,2013.0,2
17344,2014.0,2
17344,2016.0,4
17344,2017.0,1
17358,2008.0,2
17358,2009.0,2
17358,2015.0,2
17360,2008.0,2
17454,2009.0,5
17454,2010.0,3
17454,2011.0,2
17454,2012.0,2
17454,2013.0,2
17454,2014.0,4
17454,2015.0,6
17454,2016.0,4
17454,2017.0,2
17454,2020.0,1
17465,2011.0,2
17486,2007.0,2
17490,2008.0,2
17490,2009.0,2
17499,2008.0,1
17499,2010.0,2
17499,2011.0,2
17499,2014.0,2
17499,2020.0,2
17507,2012.0,2
17530,2009.0,2
17530,2012.0,2
17530,2015.0,2
17530,2017.0,2
17587,2008.0,2
17587,2009.0,2
17587,2014.0,2
17587,2017.0,2
17609,2008.0,2
17609,2009.0,2
17655,2017.0,2
17665,2006.0,1
17665,2008.0,2
17665,2009.0,2
17776,2010.0,2
17776,2015.0,2
17868,2010.0,2
17868,2014.0,2
17868,2016.0,4
17870,2005.0,1
17870,2007.0,1
17870,2010.0,2
17870,2012.0,2
17912,2012.0,2
17912,2014.0,2
17930,2007.0,1
17930,2008.0,2
17930,2009.0,3
17935,2007.0,2
17935,2012.0,2
17972,2015.0,2
17972,2020.0,2
18126,2017.0,2
18272,2016.0,1
18292,2008.0,2
18292,2009.0,2
18312,2011.0,1
18312,2016.0,2
18353,2014.0,2
18353,2020.0,2
18367,2009.0,1
18367,2011.0,1
18377,2007.0,2
18387,2014.0,2
18387,2018.0,2
18476,2008.0,2
18476,2009.0,2
18476,2010.0,2
18476,2011.0,2
18476,2012.0,1
18476,2014.0,1
18476,2017.0,4
18483,2010.0,2
18498,2007.0,1
18498,2008.0,1
18498,2009.0,2
18498,2011.0,1
18498,2012.0,1
18509,2000.0,1
18557,2015.0,2
18565,2013.0,2
18637,2010.0,1
18637,2011.0,1
18637,2012.0,2
18637,2013.0,1
18637,2014.0,1
18697,2013.0,2
18697,2017.0,2
18718,2007.0,2
18718,2008.0,4
18810,2016.0,1
18810,2017.0,1
18923,2009.0,1
19074,2012.0,2
19299,2012.0,2
19299,2015.0,1
19418,2009.0,2
19418,2013.0,3
19418,2015.0,1
19453,2014.0,1
19453,2018.0,1
19475,2016.0,1
19524,2008.0,2
19571,2013.0,1
19585,2008.0,4
19585,2009.0,4
19585,2010.0,10
19585,2011.0,2
19585,2012.0,5
19585,2013.0,7
19585,2014.0,8
19585,2015.0,1
19585,2017.0,3
19616,2008.0,6
19616,2009.0,8
19616,2010.0,4
19616,2011.0,10
19616,2012.0,2
19616,2013.0,12
19616,2014.0,6
19616,2015.0,6
19616,2016.0,6
19616,2017.0,8
19616,2020.0,2
19647,2010.0,2
19647,2012.0,2
19647,2013.0,1
19647,2015.0,1
19647,2016.0,1
19647,2018.0,1
19647,2020.0,1
19662,2013.0,2
19662,2015.0,4
19662,2017.0,2
19685,2009.0,2
19693,2008.0,1
19714,2007.0,1
19714,2008.0,1
19714,2009.0,1
19714,2010.0,2
19714,2011.0,4
19714,2013.0,14
19714,2014.0,8
19714,2015.0,22
19714,2016.0,10
19714,2017.0,4
19714,2018.0,2
19739,2015.0,1
19775,2007.0,2
19801,2007.0,2
19801,2008.0,3
19801,2009.0,4
19801,2012.0,4
19801,2013.0,4
19801,2014.0,2
19801,2015.0,6
19801,2016.0,6
19801,2017.0,4
19801,2019.0,1
19981,2010.0,2
19981,2013.0,2
19982,2006.0,1
19982,2007.0,1
19982,2008.0,4
19982,2009.0,2
19982,2010.0,2
19982,2011.0,2
19982,2012.0,2
19982,2014.0,6
19982,2020.0,2
20130,2019.0,2
20291,2008.0,2
20338,2011.0,2
20472,2009.0,1
20472,2016.0,2
20509,2008.0,1
20580,2008.0,4
20580,2009.0,2
20580,2012.0,6
20580,2014.0,1
20804,2012.0,2
20804,2016.0,2
20833,2008.0,2
20854,2014.0,1
20854,2019.0,1
20996,2012.0,3
20997,2011.0,1
20999,2016.0,2
21013,2008.0,2
21013,2013.0,2
21033,2007.0,2
21163,2007.0,1
21163,2008.0,1
21313,2019.0,2
21477,2008.0,3
21520,2010.0,2
21538,2016.0,2
21544,2012.0,2
21567,2008.0,2
21567,2009.0,1
21567,2012.0,1
21567,2017.0,1
21570,2014.0,1
21570,2016.0,1
21606,2011.0,4
21606,2012.0,2
21606,2015.0,2
21622,2012.0,2
21675,2013.0,2
21786,2009.0,2
21786,2010.0,2
21786,2011.0,3
21786,2012.0,3
21788,2010.0,2
21946,2010.0,2
22011,2011.0,2
22098,2015.0,2
22098,2017.0,2
22208,2006.0,1
22208,2007.0,1
22208,2009.0,2
22208,2014.0,1
22208,2015.0,1
22408,2016.0,2
22455,2008.0,2
22455,2012.0,2
22549,2009.0,2
22590,2007.0,1
22590,2008.0,2
22698,2008.0,2
22698,2009.0,4
22698,2012.0,2
22698,2013.0,2
22698,2014.0,2
22698,2015.0,1
22704,2008.0,6
