firmId,Date Initiated_yr,Reporting Source
22704,2009.0,1
22704,2012.0,3
22704,2013.0,4
22704,2014.0,3
22704,2015.0,2
22704,2016.0,2
22704,2017.0,2
22732,2012.0,2
22732,2017.0,2
22891,2014.0,2
22982,2008.0,4
22982,2010.0,2
22982,2013.0,2
22982,2014.0,2
22982,2015.0,2
22982,2016.0,4
22982,2017.0,6
23131,2007.0,4
23131,2011.0,2
23131,2015.0,2
23131,2017.0,4
23131,2018.0,2
23131,2020.0,2
23224,2013.0,2
23224,2016.0,2
23304,2009.0,6
23304,2010.0,1
23328,2014.0,2
23407,2013.0,2
23407,2015.0,3
23407,2017.0,2
23407,2018.0,2
23407,2019.0,2
23437,2011.0,2
23510,2011.0,2
23510,2012.0,2
23635,2009.0,1
23657,2014.0,2
23670,2010.0,2
23670,2013.0,2
23670,2015.0,1
23682,2007.0,2
23682,2011.0,2
23682,2014.0,2
23714,2011.0,1
23714,2012.0,1
23714,2014.0,1
23723,2010.0,1
23723,2011.0,2
23736,2007.0,3
23739,2011.0,1
23740,2013.0,2
23757,2009.0,2
23769,2017.0,2
23769,2018.0,2
23857,2011.0,2
23940,2010.0,2
23974,2007.0,1
23974,2010.0,1
24019,2010.0,2
24083,2013.0,2
24110,2013.0,2
24153,2012.0,2
24153,2013.0,2
24328,2007.0,1
24332,2011.0,2
24332,2013.0,2
24535,2007.0,2
24549,2007.0,1
24549,2008.0,1
24549,2011.0,2
24549,2017.0,2
24750,2009.0,1
24755,2008.0,2
24771,2010.0,2
24771,2011.0,2
24771,2015.0,2
24790,2010.0,2
24790,2012.0,2
24790,2013.0,2
24790,2014.0,1
24790,2015.0,1
24795,2017.0,1
24835,2008.0,2
24908,2008.0,2
24908,2011.0,1
24962,2013.0,4
24962,2014.0,2
25005,2016.0,2
25025,2008.0,4
25025,2009.0,2
25025,2010.0,2
25025,2011.0,2
25025,2012.0,1
25025,2014.0,2
25025,2015.0,6
25027,2007.0,1
25027,2011.0,1
25169,2007.0,1
25169,2010.0,1
25169,2016.0,2
25334,2013.0,1
25427,2013.0,2
25427,2014.0,2
25427,2017.0,2
25427,2019.0,2
25440,2009.0,2
25440,2013.0,2
25440,2014.0,2
25440,2016.0,2
25440,2019.0,2
25502,2014.0,2
25536,2011.0,2
25543,2011.0,2
25700,2012.0,2
25752,2003.0,1
25766,2011.0,2
25766,2017.0,2
25766,2019.0,2
25802,2010.0,2
25803,2014.0,1
25803,2016.0,2
25808,2016.0,2
25816,2008.0,2
25816,2009.0,2
25816,2010.0,2
25816,2011.0,2
25816,2012.0,2
25816,2019.0,2
25866,2006.0,1
25866,2007.0,4
25866,2008.0,1
25866,2009.0,6
25866,2010.0,2
25866,2011.0,2
25896,2012.0,2
25910,2017.0,2
25996,2009.0,3
25996,2010.0,1
25996,2012.0,2
25996,2014.0,2
25996,2018.0,2
26001,2008.0,3
26001,2009.0,1
26001,2010.0,2
26091,2007.0,2
26091,2008.0,2
26091,2011.0,2
26091,2012.0,3
26153,2016.0,2
26193,2011.0,2
26233,1997.0,1
26233,2013.0,2
26245,2007.0,1
26258,2007.0,4
26258,2008.0,2
26258,2012.0,2
26258,2014.0,2
26258,2016.0,4
26293,1997.0,1
26303,2010.0,2
26314,2011.0,2
26314,2015.0,2
26314,2017.0,2
26354,2012.0,2
26354,2014.0,1
26455,2007.0,1
26455,2014.0,2
26460,2009.0,2
26460,2018.0,1
26506,2009.0,2
26506,2010.0,2
26506,2013.0,2
26506,2014.0,2
26554,2011.0,2
26580,2020.0,2
26598,2010.0,2
26898,2013.0,2
26898,2014.0,2
26898,2015.0,2
26974,2010.0,2
27060,2015.0,2
27063,2011.0,1
27108,2015.0,1
27108,2018.0,1
27274,2014.0,2
27314,2015.0,2
27369,2009.0,2
27369,2011.0,1
27393,2008.0,1
27393,2010.0,1
27393,2014.0,1
27502,2011.0,1
27502,2012.0,2
27502,2013.0,2
27704,2007.0,1
27704,2009.0,1
27704,2011.0,2
27834,2011.0,1
27851,2010.0,2
27851,2011.0,4
27851,2015.0,2
27954,2012.0,2
27954,2015.0,2
27954,2018.0,1
27984,2012.0,2
28116,2010.0,4
28116,2014.0,2
28116,2020.0,2
28195,2014.0,1
28195,2016.0,2
28196,2008.0,2
28196,2009.0,2
28196,2010.0,2
28196,2013.0,4
28196,2014.0,2
28196,2015.0,2
28196,2016.0,2
28196,2017.0,2
28218,2014.0,2
28262,2015.0,1
28269,2007.0,2
28269,2008.0,6
28269,2011.0,2
28269,2013.0,6
28269,2014.0,8
28269,2016.0,4
28269,2018.0,2
28345,2011.0,2
28352,2013.0,2
28352,2015.0,2
28373,2014.0,2
28432,2010.0,2
28432,2011.0,2
28432,2013.0,4
28432,2015.0,4
28432,2016.0,2
28432,2017.0,2
28489,2013.0,2
28519,2011.0,2
28567,2011.0,2
28583,2017.0,2
28684,2007.0,2
28684,2012.0,1
28684,2017.0,1
28693,2010.0,1
28830,2009.0,2
28830,2010.0,1
28867,2012.0,1
28867,2016.0,1
28872,2007.0,2
28872,2008.0,2
28872,2017.0,2
29037,2011.0,2
29049,2015.0,2
29087,2011.0,3
29087,2012.0,1
29087,2014.0,2
29087,2015.0,2
29087,2016.0,2
29087,2017.0,2
29087,2018.0,2
29087,2019.0,2
29102,2011.0,2
29102,2015.0,2
29106,2008.0,6
29106,2010.0,4
29106,2012.0,4
29106,2013.0,2
29106,2014.0,2
29106,2015.0,8
29106,2016.0,4
29106,2017.0,2
29163,2009.0,1
29163,2010.0,1
29163,2016.0,2
29249,2007.0,1
29251,2008.0,2
29275,2010.0,2
29278,2009.0,2
29278,2015.0,2
29299,2008.0,2
29299,2010.0,2
29299,2012.0,2
29299,2013.0,2
29299,2014.0,2
29299,2016.0,2
29299,2017.0,2
29302,2014.0,2
29318,2010.0,1
29318,2013.0,1
29331,2011.0,2
29337,2007.0,2
29337,2008.0,2
29337,2009.0,2
29337,2010.0,2
29337,2012.0,2
29337,2017.0,2
29394,2020.0,1
29421,2013.0,2
29459,2015.0,2
29551,2009.0,4
29582,2010.0,2
29582,2011.0,2
29582,2012.0,2
29582,2014.0,2
29582,2016.0,1
29582,2018.0,1
29604,2015.0,1
29604,2017.0,1
29604,2018.0,1
29683,2009.0,2
29683,2010.0,1
29683,2016.0,2
29705,2013.0,2
29709,2010.0,2
29721,2013.0,2
29753,2012.0,2
29753,2014.0,1
29753,2016.0,1
29753,2018.0,1
29753,2019.0,1
29767,2013.0,2
29767,2018.0,2
29775,2011.0,2
29795,2009.0,1
29804,2014.0,4
29804,2015.0,4
29807,2009.0,1
29927,2007.0,1
29931,2011.0,2
29931,2018.0,2
30057,2010.0,1
30057,2012.0,2
30107,2008.0,1
30107,2009.0,2
30107,2011.0,1
30107,2013.0,2
30107,2014.0,2
30107,2015.0,4
30145,2007.0,1
30145,2011.0,2
30145,2015.0,2
30184,2009.0,2
30184,2012.0,4
30184,2015.0,2
30184,2016.0,2
30184,2017.0,2
30330,2008.0,2
30330,2012.0,2
30343,2020.0,2
30362,2011.0,2
30362,2013.0,2
30362,2015.0,4
30395,2013.0,2
30418,2011.0,2
30568,2009.0,1
30582,2009.0,2
30605,2013.0,2
30613,2007.0,2
30613,2008.0,2
30613,2009.0,2
30613,2011.0,4
30613,2012.0,4
30613,2014.0,2
30613,2016.0,2
30613,2017.0,1
30624,2008.0,2
30648,2008.0,1
30648,2014.0,2
30811,2020.0,1
30833,2009.0,2
30833,2010.0,2
30833,2014.0,1
30833,2016.0,2
30934,2008.0,1
30935,2008.0,2
30999,2017.0,1
31029,2015.0,2
31155,2013.0,2
31155,2018.0,2
31256,2014.0,1
31312,2009.0,2
31312,2011.0,2
31312,2013.0,1
31538,2009.0,2
31730,2012.0,1
31898,2011.0,2
31951,2013.0,2
31951,2018.0,2
31971,2012.0,2
32114,2007.0,2
32117,2012.0,2
32383,2016.0,2
32396,2012.0,2
32396,2014.0,2
32396,2020.0,2
32444,2010.0,2
32444,2013.0,2
32444,2015.0,2
32444,2016.0,2
32444,2017.0,2
32458,2005.0,1
32458,2010.0,1
32599,2019.0,1
32830,2010.0,2
32949,2014.0,1
32949,2016.0,1
33038,2009.0,2
33065,2007.0,4
33319,2010.0,2
33319,2011.0,1
33319,2012.0,4
33319,2014.0,3
33319,2016.0,2
33319,2017.0,2
33364,2011.0,1
33364,2013.0,2
33725,2006.0,1
33725,2007.0,1
33725,2008.0,2
33725,2009.0,1
33725,2011.0,2
33725,2013.0,2
33725,2018.0,2
33856,2013.0,1
33856,2017.0,2
33947,2007.0,1
33947,2009.0,1
34528,2013.0,2
34786,2015.0,2
34800,2008.0,2
34815,2008.0,2
34815,2010.0,2
34815,2013.0,2
35039,2007.0,2
35039,2010.0,2
35120,2007.0,2
35149,2011.0,2
35187,2009.0,2
35192,2011.0,1
35192,2012.0,1
35232,2007.0,3
35331,2011.0,3
35490,2009.0,2
35528,2008.0,1
35586,2012.0,2
35603,2012.0,2
35669,2007.0,1
35693,2010.0,1
35693,2011.0,3
35693,2012.0,6
35693,2014.0,2
35693,2015.0,2
35693,2016.0,3
35693,2018.0,4
35699,2009.0,1
35699,2011.0,2
35699,2013.0,3
35699,2014.0,2
35739,2009.0,1
35739,2012.0,1
35747,2008.0,2
35747,2011.0,2
35747,2016.0,4
35800,2012.0,1
35865,2007.0,2
35865,2008.0,2
35865,2010.0,5
35865,2011.0,2
35865,2012.0,2
35865,2016.0,4
35917,1996.0,1
35917,2011.0,1
35917,2012.0,1
35947,2008.0,2
35947,2010.0,2
35993,2009.0,1
35997,2013.0,2
36000,2010.0,2
36000,2011.0,2
36026,2009.0,1
36026,2010.0,1
36105,2017.0,1
36118,2007.0,2
36118,2011.0,6
36118,2012.0,2
36118,2013.0,6
36143,2014.0,2
36155,2008.0,2
36155,2014.0,2
36155,2015.0,2
36155,2016.0,4
36155,2017.0,2
36187,2014.0,2
36187,2019.0,2
36187,2020.0,1
36259,2013.0,2
36354,2015.0,1
36354,2018.0,2
36368,2014.0,2
36368,2015.0,2
36379,2018.0,1
36418,2011.0,2
36418,2012.0,3
36418,2013.0,4
36418,2014.0,6
36418,2015.0,2
36418,2017.0,4
36418,2018.0,2
36451,2009.0,1
36451,2012.0,1
36451,2014.0,1
36488,2008.0,2
36509,2008.0,2
36527,2007.0,1
36527,2008.0,4
36527,2009.0,3
36527,2011.0,1
36527,2013.0,1
36538,2014.0,2
36592,2016.0,1
36592,2018.0,1
36654,2017.0,2
36671,2013.0,2
36716,2011.0,2
36719,2007.0,1
36719,2008.0,3
36719,2011.0,2
36719,2014.0,2
36719,2015.0,2
36719,2017.0,2
37044,2007.0,2
37066,2007.0,2
37068,2017.0,3
37155,2011.0,2
37157,2018.0,1
37179,2017.0,1
37179,2018.0,1
37216,2012.0,5
37216,2020.0,1
37273,2016.0,1
37401,2008.0,1
37401,2009.0,1
37466,2016.0,2
37470,2007.0,2
37505,2014.0,2
37552,2009.0,2
37554,2008.0,2
37560,2017.0,2
37674,2008.0,2
37739,2013.0,2
37761,2007.0,2
37761,2009.0,5
37813,2017.0,2
37814,2008.0,2
37814,2011.0,2
37818,2015.0,2
37818,2016.0,2
37818,2017.0,2
37821,2009.0,2
37869,2014.0,1
37891,2016.0,2
37924,2008.0,1
37924,2009.0,1
37924,2012.0,1
37924,2013.0,1
37924,2019.0,2
38030,2017.0,2
38036,2009.0,2
38069,2011.0,2
38097,2007.0,2
38097,2009.0,2
38098,2007.0,2
38098,2008.0,2
38108,2009.0,2
38156,2010.0,2
38235,2013.0,2
38278,2010.0,2
38379,2010.0,2
38379,2012.0,1
38455,2010.0,2
38455,2013.0,2
38535,2014.0,1
38535,2015.0,2
38535,2020.0,1
38537,2004.0,1
38537,2008.0,1
38537,2012.0,1
38599,2010.0,2
38599,2011.0,2
38599,2012.0,1
38599,2013.0,2
38599,2014.0,1
38619,2009.0,1
38619,2014.0,2
38619,2016.0,2
38690,2008.0,2
38690,2009.0,2
38690,2015.0,2
38690,2016.0,2
38747,2010.0,2
38751,2010.0,2
38770,2011.0,2
38785,2009.0,2
38901,2015.0,2
38901,2016.0,2
38912,2008.0,1
38912,2014.0,2
38912,2019.0,2
38923,2010.0,4
38923,2016.0,2
38964,2011.0,4
38964,2014.0,2
38964,2015.0,1
38964,2016.0,2
38964,2019.0,2
39011,2007.0,2
39011,2013.0,2
39057,2007.0,1
39057,2008.0,1
39057,2013.0,2
39057,2017.0,2
39147,2016.0,2
39164,2008.0,2
39164,2009.0,2
39164,2015.0,2
39164,2016.0,2
39262,2008.0,2
39262,2014.0,2
39262,2018.0,2
39262,2019.0,2
39262,2020.0,1
39307,2016.0,2
39341,2007.0,1
39341,2011.0,2
39371,2010.0,1
39371,2011.0,1
39410,2009.0,1
39455,2012.0,2
39455,2013.0,2
39455,2014.0,3
39550,2017.0,4
39615,2014.0,1
39615,2015.0,1
39616,2015.0,4
39616,2019.0,2
39639,2008.0,2
39639,2016.0,1
39673,2011.0,2
39673,2014.0,2
39684,2015.0,2
39759,2017.0,2
39782,2012.0,2
39806,2010.0,1
39914,2010.0,2
39914,2011.0,2
39914,2017.0,2
39914,2020.0,2
39916,2013.0,2
39944,2011.0,2
39944,2020.0,2
40002,2010.0,1
40002,2012.0,1
40055,2012.0,2
40077,2011.0,2
40077,2017.0,2
40077,2019.0,2
40118,2009.0,2
40118,2012.0,6
40118,2018.0,2
40258,2010.0,2
40302,2015.0,1
40355,2009.0,2
40368,2017.0,2
40375,2014.0,1
40375,2015.0,1
40395,2010.0,1
40395,2011.0,1
40418,2008.0,2
40633,2011.0,2
40633,2016.0,2
40637,2018.0,2
40638,2011.0,2
40638,2012.0,4
40638,2013.0,4
40638,2014.0,2
40638,2016.0,2
40638,2017.0,2
40657,2010.0,2
40744,2011.0,2
40805,2010.0,2
40821,2015.0,2
40881,2014.0,4
40964,2007.0,1
40980,2007.0,2
41025,2011.0,2
41025,2014.0,4
41055,2009.0,1
41055,2011.0,2
41055,2012.0,2
41076,2010.0,2
41170,2010.0,2
41257,2008.0,1
41257,2011.0,1
41257,2013.0,2
41258,2012.0,2
41258,2015.0,2
41258,2017.0,2
41282,2009.0,2
41316,2012.0,1
41352,2009.0,1
41400,2013.0,1
41463,2007.0,1
41528,2016.0,1
41533,2015.0,2
41554,2008.0,1
41554,2011.0,1
41554,2017.0,2
41571,2018.0,2
41768,2011.0,2
41768,2019.0,2
41784,2016.0,2
41784,2020.0,2
41791,2009.0,1
41791,2011.0,1
41791,2015.0,2
41791,2017.0,2
41894,2007.0,1
41894,2008.0,1
41917,2015.0,2
41957,2007.0,2
41957,2008.0,2
41957,2010.0,4
41957,2011.0,1
41957,2013.0,1
41957,2016.0,2
41970,2010.0,1
41970,2014.0,2
41970,2015.0,1
42046,2007.0,2
42046,2009.0,2
42046,2011.0,1
42046,2012.0,2
42046,2015.0,2
42046,2016.0,2
42046,2019.0,2
42046,2020.0,2
42057,2018.0,2
42060,2015.0,2
42071,2007.0,2
42132,2017.0,2
42150,2009.0,2
42150,2012.0,1
42293,2010.0,1
42293,2012.0,1
42360,2016.0,1
42360,2017.0,1
42485,2013.0,2
42568,2007.0,2
42568,2012.0,1
42619,2010.0,2
42803,2006.0,1
42803,2007.0,1
42803,2016.0,1
42813,2013.0,2
42813,2014.0,2
42844,2012.0,2
42844,2016.0,2
42847,2009.0,1
42847,2011.0,1
42847,2013.0,1
42847,2014.0,1
42850,2009.0,1
42916,2014.0,1
42941,2014.0,2
42941,2018.0,2
43034,2007.0,1
43035,2015.0,2
43036,2012.0,3
43098,2011.0,1
43098,2013.0,2
43100,2015.0,2
43100,2017.0,4
43177,2006.0,1
43177,2008.0,1
43177,2009.0,3
43177,2011.0,3
43177,2013.0,4
43177,2014.0,4
43177,2015.0,10
43177,2017.0,1
43276,2015.0,2
43285,2011.0,2
43285,2017.0,1
43520,2010.0,2
43520,2011.0,2
43520,2015.0,2
43520,2017.0,2
43520,2018.0,2
43635,2007.0,2
43678,2010.0,1
43689,2017.0,1
43706,2013.0,2
43711,2007.0,2
43741,2008.0,2
43744,2010.0,2
43753,2016.0,2
43814,2015.0,2
43844,2016.0,2
43875,2013.0,2
44057,2018.0,2
44134,2012.0,2
44164,2010.0,2
44254,2009.0,1
44266,2016.0,2
44308,2008.0,2
44337,2012.0,2
44337,2019.0,2
44343,2015.0,2
44487,2008.0,2
44523,2006.0,1
44523,2007.0,1
44631,2008.0,2
44631,2018.0,2
44632,2011.0,1
44734,2008.0,2
44760,2013.0,1
44791,2010.0,2
44791,2011.0,2
44791,2015.0,2
44807,2008.0,1
44807,2011.0,3
44807,2013.0,2
44807,2014.0,2
44810,2011.0,1
44848,2016.0,2
44856,2012.0,2
44857,2011.0,2
44957,2013.0,2
44974,2015.0,2
45040,2007.0,2
45040,2013.0,2
45040,2015.0,2
45040,2016.0,2
45040,2018.0,2
45053,2008.0,2
45097,2008.0,2
45097,2012.0,1
45097,2017.0,1
45108,2011.0,2
45115,2013.0,2
45115,2014.0,2
45115,2019.0,1
45179,2007.0,2
45309,2007.0,2
45348,2005.0,1
45348,2018.0,2
45503,2008.0,2
45537,2008.0,1
45744,2015.0,2
45744,2016.0,2
45899,2012.0,2
45899,2013.0,2
45915,2008.0,2
45915,2013.0,2
45961,2011.0,2
45976,2009.0,2
45976,2015.0,1
45986,2015.0,1
45986,2017.0,3
45993,2008.0,1
45993,2009.0,2
45993,2012.0,2
45993,2013.0,2
45993,2014.0,6
45993,2015.0,2
45993,2017.0,4
45995,2013.0,2
46001,2012.0,2
46001,2014.0,1
46035,2009.0,4
46035,2011.0,4
46047,2011.0,2
46047,2014.0,2
46145,2009.0,1
46152,2007.0,1
46173,2009.0,2
46173,2011.0,1
46173,2015.0,2
46173,2016.0,2
46173,2018.0,2
46173,2019.0,2
46214,2008.0,3
46214,2009.0,1
46214,2010.0,2
46214,2011.0,2
46214,2013.0,2
46214,2014.0,4
46214,2016.0,2
46214,2017.0,2
46226,2012.0,2
46237,2007.0,4
46237,2009.0,4
46237,2010.0,4
46300,2009.0,1
46300,2011.0,1
46300,2012.0,2
46346,2008.0,4
46346,2012.0,2
46346,2013.0,2
46605,2014.0,2
46605,2018.0,2
46709,2008.0,2
46709,2009.0,2
46709,2012.0,1
46709,2013.0,2
46727,2008.0,2
46727,2013.0,2
46727,2015.0,2
46749,2011.0,2
46749,2016.0,2
46816,2009.0,2
46872,2011.0,2
46872,2014.0,2
46872,2015.0,2
46897,2010.0,2
46938,2009.0,1
46938,2011.0,1
46947,2013.0,2
46987,2007.0,3
46987,2009.0,2
46987,2011.0,2
46987,2015.0,2
47040,2016.0,1
47107,2017.0,2
47293,2009.0,2
47363,2010.0,2
47363,2012.0,2
47388,2015.0,2
47439,2017.0,1
47439,2018.0,1
47477,2010.0,2
47654,2013.0,1
47681,2015.0,2
47725,2008.0,2
47788,2014.0,1
47788,2018.0,2
47867,2008.0,2
47867,2012.0,2
47867,2013.0,2
47873,2013.0,2
47927,2011.0,1
47927,2016.0,4
47972,2008.0,1
47972,2009.0,1
48001,2012.0,2
48013,2017.0,2
48015,2008.0,2
48015,2014.0,4
100100,2012.0,2
101020,2008.0,2
101161,2015.0,2
101420,2011.0,2
102500,2010.0,2
102500,2013.0,4
102500,2014.0,1
102800,2010.0,2
102800,2011.0,2
103620,2010.0,2
103620,2012.0,2
103680,2008.0,4
103680,2009.0,2
103705,2009.0,1
103705,2017.0,1
103724,2009.0,6
103737,2004.0,1
103737,2007.0,2
103737,2009.0,2
103766,2010.0,2
103768,2008.0,1
103768,2009.0,1
103768,2013.0,2
103768,2014.0,2
103782,2017.0,2
103787,2009.0,2
103792,2008.0,2
103802,2007.0,1
103802,2008.0,3
103802,2009.0,2
103802,2010.0,2
103802,2012.0,2
103802,2013.0,1
103837,2006.0,1
103843,2010.0,2
103849,2008.0,1
103849,2009.0,1
103849,2012.0,3
103849,2013.0,1
103849,2014.0,1
103849,2015.0,9
103861,2013.0,2
103863,2010.0,2
103933,2012.0,1
103933,2013.0,1
103941,2016.0,1
103941,2020.0,1
103958,2011.0,1
103958,2012.0,1
103971,2011.0,1
103971,2012.0,1
103976,2015.0,2
103981,2008.0,1
103981,2009.0,1
103987,2007.0,2
103987,2010.0,1
103987,2011.0,1
103987,2014.0,1
103987,2018.0,2
104002,2010.0,2
104003,2011.0,2
104005,2006.0,1
104005,2007.0,2
104005,2008.0,1
104005,2011.0,2
104005,2012.0,2
104005,2013.0,1
104005,2015.0,1
104005,2016.0,2
104005,2017.0,2
104022,2009.0,2
104022,2011.0,2
104031,2007.0,1
104031,2008.0,1
104031,2010.0,2
104031,2011.0,2
104031,2012.0,2
104031,2020.0,1
104047,2004.0,1
104047,2008.0,2
104047,2009.0,1
104065,2008.0,6
104065,2009.0,2
104065,2010.0,2
104065,2011.0,4
104065,2013.0,4
104065,2014.0,2
104065,2015.0,2
104065,2016.0,2
104065,2017.0,2
104065,2019.0,2
104087,2008.0,2
104087,2010.0,2
104124,2009.0,1
104124,2013.0,1
104138,2014.0,2
104162,2004.0,1
104162,2007.0,2
104162,2010.0,5
104162,2011.0,3
104162,2012.0,1
104162,2013.0,2
104162,2014.0,6
104162,2015.0,6
104162,2019.0,2
104245,2011.0,2
104316,2007.0,2
104316,2012.0,2
104316,2015.0,2
104316,2017.0,2
104343,2014.0,1
104353,2009.0,2
104353,2010.0,2
104353,2012.0,2
104353,2013.0,7
104353,2014.0,2
104353,2015.0,1
104353,2016.0,4
104357,2011.0,2
104369,2008.0,2
104369,2009.0,1
104369,2012.0,4
104369,2013.0,2
104369,2014.0,2
104369,2015.0,2
104369,2019.0,4
104369,2020.0,2
104412,2009.0,2
104440,2009.0,2
104440,2014.0,2
104446,2009.0,2
104446,2011.0,3
104446,2012.0,1
104446,2013.0,2
104446,2019.0,2
104448,2008.0,2
104448,2009.0,1
104448,2010.0,1
104463,2009.0,2
104474,2009.0,1
104474,2010.0,2
104474,2012.0,1
104474,2013.0,2
104474,2014.0,4
104474,2017.0,1
104474,2019.0,1
104483,2013.0,2
104485,2009.0,2
104487,2014.0,2
104507,2012.0,2
104651,2008.0,1
104651,2010.0,1
104651,2011.0,1
104651,2012.0,1
104651,2013.0,1
105387,2008.0,2
105387,2015.0,1
105387,2016.0,1
106069,2009.0,1
106069,2010.0,3
106069,2012.0,1
106124,2014.0,1
106594,2007.0,2
106594,2011.0,2
107353,2016.0,1
107403,2014.0,3
107403,2015.0,6
107403,2016.0,1
107473,2008.0,2
107622,2013.0,1
107622,2014.0,1
107726,2009.0,2
108219,2011.0,2
108219,2014.0,2
108219,2015.0,2
108219,2017.0,2
108887,2008.0,2
108887,2009.0,2
108887,2010.0,2
108887,2011.0,2
108887,2014.0,3
109819,2012.0,2
111468,2010.0,2
111528,2008.0,4
111528,2009.0,2
111528,2010.0,2
111528,2011.0,2
111528,2012.0,6
111528,2013.0,2
111528,2016.0,1
111645,2011.0,2
111747,2014.0,1
112097,2007.0,2
112097,2010.0,1
112097,2011.0,2
112097,2013.0,3
112311,2010.0,2
112494,2015.0,2
112494,2017.0,2
113334,2011.0,2
113795,2017.0,2
114050,2009.0,1
114050,2010.0,4
114050,2012.0,2
114203,2008.0,2
114203,2009.0,1
114203,2011.0,3
114203,2012.0,2
114203,2014.0,2
114203,2015.0,2
114203,2019.0,2
115368,2007.0,2
115368,2011.0,2
115368,2012.0,2
115368,2013.0,2
115368,2014.0,2
115368,2019.0,2
115542,2018.0,2
115547,2013.0,2
115624,2011.0,2
116226,2011.0,2
116270,2017.0,2
116797,2009.0,2
116797,2010.0,4
116797,2011.0,6
116797,2012.0,4
116797,2013.0,10
116797,2014.0,6
116797,2015.0,3
116797,2016.0,3
116797,2017.0,3
117028,2010.0,2
117028,2014.0,1
117028,2015.0,1
117028,2017.0,2
117042,2011.0,2
117042,2013.0,2
117176,2009.0,2
117176,2010.0,2
117176,2011.0,2
117176,2012.0,3
117176,2015.0,1
117176,2017.0,2
117176,2019.0,1
117284,2011.0,1
117476,2007.0,2
117547,2008.0,2
117946,2017.0,2
118786,2009.0,2
118786,2010.0,2
118786,2012.0,1
118786,2015.0,4
118786,2019.0,2
118812,2008.0,3
118812,2009.0,1
118812,2010.0,2
118812,2013.0,2
118817,2010.0,2
118817,2011.0,2
119037,2009.0,2
119037,2012.0,2
119037,2016.0,2
119037,2018.0,2
119249,2009.0,2
119302,2008.0,2
119529,2018.0,1
119564,2012.0,2
119895,2009.0,2
119955,2009.0,1
119955,2010.0,2
119955,2012.0,2
119955,2013.0,2
119955,2014.0,2
120007,2011.0,2
120007,2014.0,2
120064,2010.0,2
120128,2008.0,2
120128,2009.0,2
120128,2015.0,2
120128,2017.0,2
120128,2018.0,2
120148,2011.0,2
120242,2012.0,2
120343,2013.0,2
120444,2008.0,1
120444,2010.0,2
120444,2013.0,2
120444,2014.0,2
120708,2007.0,2
120708,2008.0,1
120708,2010.0,4
120708,2013.0,4
120708,2014.0,2
120708,2015.0,6
120708,2017.0,4
120708,2018.0,2
120719,2011.0,2
120804,2007.0,1
120804,2008.0,1
120804,2010.0,2
120852,2018.0,1
120853,2010.0,1
120853,2011.0,1
120888,2010.0,1
120894,2015.0,2
120950,2008.0,1
120950,2009.0,2
120950,2010.0,1
120950,2011.0,2
121003,2016.0,2
121142,2009.0,1
121192,2014.0,2
121192,2019.0,4
121196,2013.0,2
121263,2014.0,1
121263,2015.0,1
121263,2016.0,2
121291,2007.0,2
121291,2009.0,1
121291,2010.0,2
121395,2009.0,4
121430,2012.0,2
121465,2007.0,2
121465,2008.0,1
121465,2009.0,4
121465,2012.0,1
121731,2014.0,2
122156,2016.0,1
122199,2012.0,1
122225,2009.0,2
122225,2010.0,2
122225,2011.0,2
122225,2012.0,2
122225,2014.0,2
122225,2015.0,4
122529,2015.0,2
122572,2011.0,2
122572,2016.0,2
122602,2013.0,1
122994,2011.0,1
123000,2011.0,2
123000,2012.0,2
123000,2015.0,1
123335,2008.0,1
123335,2010.0,1
123531,2016.0,2
123635,2009.0,2
123649,2010.0,2
123649,2015.0,1
123649,2017.0,1
124057,2013.0,2
124057,2014.0,2
124057,2015.0,2
124245,2016.0,2
124245,2020.0,1
124515,2012.0,1
124605,2010.0,1
124658,2017.0,2
124753,2009.0,1
124786,2012.0,2
124790,2007.0,2
124790,2010.0,2
124790,2013.0,1
124902,2015.0,2
125202,2017.0,2
125226,2010.0,2
125334,2010.0,2
125334,2012.0,2
125363,2007.0,2
125393,2010.0,1
125437,2007.0,2
125475,2018.0,2
125860,2017.0,2
125997,2007.0,3
126136,2015.0,2
126331,2013.0,3
126407,2017.0,1
126514,2015.0,1
126588,2008.0,2
126588,2016.0,2
126600,2017.0,2
126694,2017.0,2
126776,2009.0,2
126935,2012.0,1
127081,2006.0,1
127081,2007.0,1
127081,2012.0,2
127081,2014.0,1
127142,2012.0,1
127142,2015.0,1
127473,2013.0,2
127473,2018.0,2
127507,2012.0,2
127549,2012.0,2
127648,2009.0,2
127733,2009.0,2
127818,2009.0,2
127836,2015.0,2
127836,2016.0,2
127836,2019.0,2
127858,2009.0,2
127921,2013.0,2
128103,2008.0,2
128144,2010.0,2
128145,2013.0,1
128241,2010.0,1
128334,2010.0,2
128351,2008.0,2
128351,2009.0,4
128351,2011.0,2
128351,2012.0,3
128351,2013.0,6
128351,2014.0,2
128351,2015.0,15
128351,2016.0,2
128351,2017.0,2
128351,2018.0,2
128351,2019.0,2
128351,2020.0,1
128592,2008.0,2
128605,2009.0,2
128605,2011.0,4
128929,2016.0,1
128929,2018.0,1
129052,2009.0,2
129052,2013.0,8
129052,2016.0,2
129772,2008.0,1
129837,2017.0,1
129878,2011.0,1
129878,2012.0,1
130062,2015.0,2
130116,2016.0,2
130116,2018.0,2
130227,2010.0,2
130390,2008.0,1
130390,2017.0,2
